numero_cde,date,sku,description,quantite,entrepot_destination
MTX-000517,2025-03-08,SKU-30022,Jean coupe droite,24,OMG-MAR
MTX-000286,2026-05-05,SKU-30030,Robe ete,9,OMG-MAR
MTX-000408,19-06-2026,SKU-30027,Short de sport,3,OMG-LIL
MTX-000102,25-04-2025,SKU-30025,Pull col rond,13,OMG-MAR
MTX-001171,29/07/2025,SKU-30026,Chemise popeline,40,OMG-MAR
MTX-000298,03/01/2026,SKU-30021,T-shirt coton uni,22,OMG-MAR
MTX-001088,2026-04-18,SKU-30029,Casquette coton,32,OMG-LIL
MTX-000653,18-05-2025,SKU-30025,Pull col rond,10,OMG-LYO
MTX-000899,05-11-2025,SKU-30030,Robe ete,7,OMG-LYO
MTX-001121,02-11-2025,SKU-30024,Chaussettes x3,30,OMG-MAR
MTX-000466,11-06-2026,SKU-30023,Veste softshell,38,OMG-LIL
MTX-000098,2025-01-06,SKU-30025,Pull col rond,21,OMG-LYO
MTX-001151,23-04-2026,SKU-30028,Doudoune legere,8,OMG-MAR
MTX-000376,29-06-2026,SKU-30023,Veste softshell,32,OMG-LYO
MTX-000615,2025-09-08,SKU-30029,Casquette coton,3,OMG-LYO
MTX-000304,07/05/2026,SKU-30030,Robe ete,19,OMG-MAR
MTX-001137,2025-04-24,SKU-30023,Veste softshell,5,OMG-LYO
MTX-000167,2026-05-02,SKU-30027,Short de sport,27,OMG-LYO
MTX-000167,02-05-2026,SKU-30023,Veste softshell,20,OMG-LYO
MTX-001397,15/09/2025,SKU-30022,Jean coupe droite,33,OMG-LYO
MTX-000430,10-06-2025,SKU-30030,Robe ete,16,OMG-LYO
MTX-001394,27-07-2026,SKU-30027,Short de sport,14,OMG-MAR
MTX-000711,2025-07-27,SKU-30023,Veste softshell,29,OMG-MAR
MTX-001272,17-05-2025,SKU-30023,Veste softshell,15,OMG-LYO
MTX-000568,08/06/2026,SKU-30028,Doudoune legere,30,OMG-LIL
MTX-001020,01-10-2025,SKU-30021,T-shirt coton uni,21,OMG-LIL
MTX-001253,04/06/2026,SKU-30025,Pull col rond,19,OMG-LYO
MTX-000269,10/08/2025,SKU-30023,Veste softshell,37,OMG-LYO
MTX-000153,15-04-2025,SKU-30025,Pull col rond,12,OMG-LIL
MTX-000307,29-07-2026,SKU-30029,Casquette coton,25,OMG-MAR
MTX-000694,22-12-2025,SKU-30021,T-shirt coton uni,24,OMG-LIL
MTX-001061,16-05-2025,SKU-30027,Short de sport,20,OMG-MAR
MTX-000250,16/05/2025,SKU-30030,Robe ete,23,OMG-LIL
MTX-000959,04/04/2025,SKU-30027,Short de sport,3,OMG-MAR
MTX-000385,01-10-2025,SKU-30029,Casquette coton,14,OMG-LIL
MTX-001192,07/07/2026,SKU-30021,T-shirt coton uni,7,OMG-LIL
MTX-000263,2025-08-11,SKU-30030,Robe ete,39,OMG-LYO
MTX-001092,27-06-2025,SKU-30026,Chemise popeline,33,OMG-MAR
MTX-000650,18-06-2025,SKU-30026,Chemise popeline,27,OMG-MAR
MTX-000399,2025-09-03,SKU-30029,Casquette coton,6,OMG-LYO
MTX-000861,23-05-2026,SKU-30021,T-shirt coton uni,8,OMG-LIL
MTX-000952,19-05-2025,SKU-30025,Pull col rond,21,OMG-LIL
MTX-000762,21/05/2026,SKU-30026,Chemise popeline,19,OMG-MAR
MTX-000066,17-04-2025,SKU-30021,T-shirt coton uni,19,OMG-MAR
MTX-000878,2025-11-28,SKU-30023,Veste softshell,3,OMG-MAR
MTX-001088,18-04-2026,SKU-30024,Chaussettes x3,27,OMG-LIL
MTX-000953,26-01-2026,SKU-30024,Chaussettes x3,26,OMG-LIL
MTX-000778,06/12/2025,SKU-30021,T-shirt coton uni,40,OMG-MAR
MTX-000243,25-04-2026,SKU-30029,Casquette coton,31,OMG-MAR
MTX-001316,2026-04-25,SKU-30024,Chaussettes x3,28,OMG-MAR
MTX-000485,2025-08-19,SKU-30030,Robe ete,35,OMG-LYO
MTX-000259,08-03-2025,SKU-30029,Casquette coton,31,OMG-LYO
MTX-000307,2026-07-29,SKU-30024,Chaussettes x3,33,OMG-MAR
MTX-000138,10-11-2025,SKU-30029,Casquette coton,13,OMG-LIL
MTX-000156,28-12-2025,SKU-30029,Casquette coton,20,OMG-LYO
MTX-000811,2026-02-16,SKU-30021,T-shirt coton uni,37,OMG-LIL
MTX-000130,25-08-2025,SKU-30029,Casquette coton,19,OMG-LYO
MTX-001090,2025-10-15,SKU-30022,Jean coupe droite,2,OMG-LYO
MTX-000952,19-05-2025,SKU-30026,Chemise popeline,14,OMG-LIL
MTX-000634,18-10-2025,SKU-30023,Veste softshell,21,OMG-MAR
MTX-000174,14-07-2026,SKU-30024,Chaussettes x3,25,OMG-MAR
MTX-001095,2025-07-12,SKU-30021,T-shirt coton uni,20,OMG-LIL
MTX-000312,06/10/2025,SKU-30029,Casquette coton,15,OMG-MAR
MTX-001218,09/05/2026,SKU-30028,Doudoune legere,18,OMG-LYO
MTX-000250,16/05/2025,SKU-30023,Veste softshell,12,OMG-LIL
MTX-000149,20-03-2025,SKU-30021,T-shirt coton uni,36,OMG-LIL
MTX-001191,2026-01-20,SKU-30021,T-shirt coton uni,1,OMG-MAR
MTX-000941,2026-05-07,SKU-30026,Chemise popeline,30,OMG-LYO
MTX-001214,2025-09-25,SKU-30025,Pull col rond,39,OMG-LIL
MTX-001364,08/06/2026,SKU-30023,Veste softshell,39,OMG-LIL
MTX-001214,2025-09-25,SKU-30027,Short de sport,38,OMG-LIL
MTX-000668,2025-07-19,SKU-30027,Short de sport,36,OMG-LYO
MTX-001114,13-07-2026,SKU-30021,T-shirt coton uni,18,OMG-LIL
MTX-000841,04/05/2026,SKU-30024,Chaussettes x3,3,OMG-LYO
MTX-000861,23/05/2026,SKU-30025,Pull col rond,37,OMG-LIL
MTX-001253,2026-06-04,SKU-30029,Casquette coton,33,OMG-LYO
MTX-000897,19/01/2025,SKU-30025,Pull col rond,37,OMG-MAR
MTX-000161,23/11/2025,SKU-30026,Chemise popeline,8,OMG-MAR
MTX-000217,12/12/2025,SKU-30022,Jean coupe droite,15,OMG-MAR
MTX-000384,2026-03-10,SKU-30023,Veste softshell,12,OMG-LYO
MTX-000693,20/09/2025,SKU-30029,Casquette coton,19,OMG-LIL
MTX-001223,23-05-2025,SKU-30021,T-shirt coton uni,10,OMG-MAR
MTX-000246,2025-06-20,SKU-30030,Robe ete,21,OMG-LYO
MTX-000032,14/07/2026,SKU-30025,Pull col rond,27,OMG-LYO
MTX-001400,2026-04-01,SKU-30025,Pull col rond,21,OMG-LIL
MTX-000484,20/12/2025,SKU-30027,Short de sport,12,OMG-LYO
MTX-000686,07/07/2025,SKU-30027,Short de sport,2,OMG-MAR
MTX-000878,2025-11-28,SKU-30026,Chemise popeline,12,OMG-MAR
MTX-000579,03-07-2026,SKU-30030,Robe ete,7,OMG-LYO
MTX-001176,14-09-2025,SKU-30025,Pull col rond,39,OMG-MAR
MTX-000649,19/11/2025,SKU-30027,Short de sport,30,OMG-LYO
MTX-000568,2026-06-08,SKU-30027,Short de sport,39,OMG-LIL
MTX-000156,2025-12-28,SKU-30024,Chaussettes x3,15,OMG-LYO
MTX-001263,2025-08-17,SKU-30027,Short de sport,3,OMG-MAR
MTX-000930,2026-04-06,SKU-30023,Veste softshell,9,OMG-LIL
MTX-000934,2025-01-21,SKU-30030,Robe ete,26,OMG-MAR
MTX-000752,06-01-2026,SKU-30026,Chemise popeline,10,OMG-LYO
MTX-001239,2026-02-07,SKU-30029,Casquette coton,6,OMG-LYO
MTX-000452,2025-04-01,SKU-30027,Short de sport,31,OMG-LIL
MTX-000265,2025-02-08,SKU-30026,Chemise popeline,2,OMG-LYO
MTX-000423,22/02/2026,SKU-30029,Casquette coton,20,OMG-LIL
MTX-000683,2025-10-14,SKU-30029,Casquette coton,27,OMG-LYO
MTX-000569,21-06-2026,SKU-30023,Veste softshell,1,OMG-MAR
MTX-000008,2026-04-19,SKU-30023,Veste softshell,35,OMG-MAR
MTX-000442,2026-01-04,SKU-30025,Pull col rond,9,OMG-LYO
MTX-000286,2026-05-05,SKU-30025,Pull col rond,40,OMG-MAR
MTX-001137,24-04-2025,SKU-30022,Jean coupe droite,37,OMG-LYO
MTX-000890,23-01-2025,SKU-30026,Chemise popeline,27,OMG-LYO
MTX-000013,24-03-2026,SKU-30022,Jean coupe droite,7,OMG-MAR
MTX-000613,12/06/2025,SKU-30028,Doudoune legere,11,OMG-MAR
MTX-000694,22/12/2025,SKU-30023,Veste softshell,29,OMG-LIL
MTX-000715,11-11-2025,SKU-30021,T-shirt coton uni,28,OMG-LYO
MTX-001016,19/10/2025,SKU-30021,T-shirt coton uni,39,OMG-MAR
MTX-000143,15/07/2026,SKU-30021,T-shirt coton uni,37,OMG-MAR
MTX-000964,06/02/2026,SKU-30029,Casquette coton,21,OMG-MAR
MTX-000566,05/02/2025,SKU-30022,Jean coupe droite,30,OMG-LYO
MTX-001145,08-10-2025,SKU-30024,Chaussettes x3,14,OMG-MAR
MTX-000668,19/07/2025,SKU-30030,Robe ete,31,OMG-LYO
MTX-001276,27/02/2026,SKU-30025,Pull col rond,6,OMG-LIL
MTX-000295,2026-01-28,SKU-30028,Doudoune legere,21,OMG-LYO
MTX-000734,14/07/2026,SKU-30024,Chaussettes x3,19,OMG-MAR
MTX-001223,2025-05-23,SKU-30029,Casquette coton,27,OMG-MAR
MTX-000862,2025-06-19,SKU-30030,Robe ete,36,OMG-MAR
MTX-000670,31-05-2025,SKU-30028,Doudoune legere,24,OMG-LYO
MTX-001141,12/09/2025,SKU-30029,Casquette coton,32,OMG-MAR
MTX-001229,04-05-2026,SKU-30021,T-shirt coton uni,31,OMG-MAR
MTX-000060,02-04-2026,SKU-30023,Veste softshell,31,OMG-MAR
MTX-001311,2025-11-09,SKU-30026,Chemise popeline,36,OMG-LIL
MTX-000013,2026-03-24,SKU-30027,Short de sport,13,OMG-MAR
MTX-000140,08/11/2025,SKU-30021,T-shirt coton uni,9,OMG-MAR
MTX-000171,06/06/2026,SKU-30025,Pull col rond,1,OMG-MAR
MTX-000961,10/07/2025,SKU-30025,Pull col rond,29,OMG-LIL
MTX-000962,21/01/2025,SKU-30023,Veste softshell,37,OMG-LIL
MTX-000442,04/01/2026,SKU-30027,Short de sport,24,OMG-LYO
MTX-000731,12/03/2026,SKU-30028,Doudoune legere,8,OMG-LIL
MTX-000417,28/06/2026,SKU-30023,Veste softshell,30,OMG-MAR
MTX-000475,2025-08-10,SKU-30026,Chemise popeline,40,OMG-LIL
MTX-001371,11/03/2025,SKU-30022,Jean coupe droite,38,OMG-LYO
MTX-001129,2025-03-01,SKU-30027,Short de sport,12,OMG-LYO
MTX-000219,03-05-2026,SKU-30022,Jean coupe droite,38,OMG-LYO
MTX-001331,24/05/2025,SKU-30021,T-shirt coton uni,18,OMG-LIL
MTX-001391,23/09/2025,SKU-30029,Casquette coton,4,OMG-LIL
MTX-000319,14-08-2025,SKU-30025,Pull col rond,29,OMG-LYO
MTX-001317,2025-05-11,SKU-30024,Chaussettes x3,5,OMG-MAR
MTX-001198,18-05-2025,SKU-30022,Jean coupe droite,22,OMG-LIL
MTX-000303,2025-08-01,SKU-30023,Veste softshell,9,OMG-LYO
MTX-000359,2025-05-11,SKU-30027,Short de sport,40,OMG-LYO
MTX-000022,2025-04-13,SKU-30024,Chaussettes x3,24,OMG-LIL
MTX-000698,02-08-2025,SKU-30026,Chemise popeline,1,OMG-LIL
MTX-001276,27/02/2026,SKU-30030,Robe ete,25,OMG-LIL
MTX-001287,18-07-2026,SKU-30023,Veste softshell,26,OMG-LYO
MTX-000110,04-07-2025,SKU-30025,Pull col rond,29,OMG-MAR
MTX-000981,03/08/2025,SKU-30028,Doudoune legere,9,OMG-LIL
MTX-001220,01/04/2026,SKU-30028,Doudoune legere,25,OMG-LYO
MTX-001145,2025-10-08,SKU-30029,Casquette coton,12,OMG-MAR
MTX-000447,2025-11-24,SKU-30025,Pull col rond,37,OMG-LIL
MTX-000248,2025-01-01,SKU-30030,Robe ete,10,OMG-LIL
MTX-000419,2025-03-10,SKU-30030,Robe ete,40,OMG-MAR
MTX-000081,2026-05-19,SKU-30021,T-shirt coton uni,3,OMG-LYO
MTX-000694,2025-12-22,SKU-30023,Veste softshell,14,OMG-LIL
MTX-001269,2025-07-18,SKU-30027,Short de sport,39,OMG-LIL
MTX-001247,01/05/2026,SKU-30027,Short de sport,39,OMG-LYO
MTX-000789,01/03/2026,SKU-30025,Pull col rond,8,OMG-MAR
MTX-000018,2025-02-14,SKU-30023,Veste softshell,5,OMG-LYO
MTX-000948,2026-01-05,SKU-30026,Chemise popeline,22,OMG-LIL
MTX-000412,08-05-2026,SKU-30027,Short de sport,36,OMG-LIL
MTX-001202,2026-04-27,SKU-30022,Jean coupe droite,11,OMG-LYO
MTX-000743,07-05-2025,SKU-30021,T-shirt coton uni,35,OMG-LIL
MTX-000811,16/02/2026,SKU-30022,Jean coupe droite,15,OMG-LIL
MTX-000349,2026-06-10,SKU-30027,Short de sport,23,OMG-LYO
MTX-001151,2026-04-23,SKU-30022,Jean coupe droite,16,OMG-MAR
MTX-000466,11-06-2026,SKU-30024,Chaussettes x3,5,OMG-LIL
MTX-001348,2026-07-19,SKU-30030,Robe ete,2,OMG-LYO
MTX-000248,01-01-2025,SKU-30024,Chaussettes x3,9,OMG-LIL
MTX-000349,10-06-2026,SKU-30021,T-shirt coton uni,17,OMG-LYO
MTX-001064,10-10-2025,SKU-30028,Doudoune legere,7,OMG-MAR
MTX-000930,2026-04-06,SKU-30023,Veste softshell,20,OMG-LIL
MTX-000815,07-04-2026,SKU-30030,Robe ete,1,OMG-LYO
MTX-000177,28-05-2026,SKU-30029,Casquette coton,36,OMG-LIL
MTX-000599,04/04/2025,SKU-30023,Veste softshell,2,OMG-LYO
MTX-000069,12-01-2025,SKU-30027,Short de sport,6,OMG-LIL
MTX-000259,2025-03-08,SKU-30021,T-shirt coton uni,25,OMG-LYO
MTX-000271,08-07-2026,SKU-30027,Short de sport,25,OMG-LIL
MTX-001263,17-08-2025,SKU-30028,Doudoune legere,26,OMG-MAR
MTX-000308,2026-06-23,SKU-30026,Chemise popeline,36,OMG-LIL
MTX-001278,2025-07-06,SKU-30023,Veste softshell,31,OMG-LYO
MTX-000959,2025-04-04,SKU-30021,T-shirt coton uni,19,OMG-MAR
MTX-000202,2025-08-20,SKU-30022,Jean coupe droite,12,OMG-MAR
MTX-000308,23/06/2026,SKU-30025,Pull col rond,13,OMG-LIL
MTX-000878,28-11-2025,SKU-30029,Casquette coton,18,OMG-MAR
MTX-000184,24/01/2026,SKU-30027,Short de sport,15,OMG-LYO
MTX-001243,24-03-2026,SKU-30028,Doudoune legere,34,OMG-MAR
MTX-001220,01-04-2026,SKU-30024,Chaussettes x3,29,OMG-LYO
MTX-000357,16-02-2025,SKU-30028,Doudoune legere,22,OMG-LYO
MTX-000779,08/05/2026,SKU-30021,T-shirt coton uni,19,OMG-LYO
MTX-000869,2026-05-28,SKU-30024,Chaussettes x3,37,OMG-LIL
MTX-001206,03/01/2026,SKU-30030,Robe ete,3,OMG-LYO
MTX-001303,2025-09-12,SKU-30023,Veste softshell,37,OMG-MAR
MTX-001300,14-06-2026,SKU-30025,Pull col rond,2,OMG-LIL
MTX-000565,20-01-2026,SKU-30025,Pull col rond,10,OMG-LYO
MTX-000110,2025-07-04,SKU-30024,Chaussettes x3,20,OMG-MAR
MTX-000442,2026-01-04,SKU-30027,Short de sport,10,OMG-LYO
MTX-000762,21/05/2026,SKU-30026,Chemise popeline,40,OMG-MAR
MTX-001036,21-05-2025,SKU-30022,Jean coupe droite,22,OMG-LYO
MTX-000271,2026-07-08,SKU-30026,Chemise popeline,30,OMG-LIL
MTX-001060,26/09/2025,SKU-30023,Veste softshell,19,OMG-LIL
MTX-000634,2025-10-18,SKU-30028,Doudoune legere,32,OMG-MAR
MTX-001324,2026-07-30,SKU-30026,Chemise popeline,38,OMG-LYO
MTX-000432,13-12-2025,SKU-30029,Casquette coton,6,OMG-MAR
MTX-000354,04/07/2025,SKU-30027,Short de sport,24,OMG-LIL
MTX-000698,2025-08-02,SKU-30022,Jean coupe droite,8,OMG-LIL
MTX-000585,01/09/2025,SKU-30025,Pull col rond,34,OMG-MAR
MTX-001192,2026-07-07,SKU-30028,Doudoune legere,33,OMG-LIL
MTX-001258,2026-03-06,SKU-30026,Chemise popeline,27,OMG-LIL
MTX-001374,30/11/2025,SKU-30024,Chaussettes x3,19,OMG-LYO
MTX-000292,21-05-2025,SKU-30030,Robe ete,2,OMG-LIL
MTX-000430,10-06-2025,SKU-30025,Pull col rond,40,OMG-LYO
MTX-000417,28-06-2026,SKU-30025,Pull col rond,21,OMG-MAR
MTX-000465,15/01/2026,SKU-30021,T-shirt coton uni,3,OMG-LYO
MTX-000139,20/04/2026,SKU-30027,Short de sport,24,OMG-MAR
MTX-001327,01/04/2025,SKU-30030,Robe ete,38,OMG-MAR
MTX-000715,11-11-2025,SKU-30029,Casquette coton,23,OMG-LYO
MTX-000319,14/08/2025,SKU-30030,Robe ete,6,OMG-LYO
MTX-000558,13-02-2026,SKU-30024,Chaussettes x3,32,OMG-LYO
MTX-000314,07-01-2025,SKU-30024,Chaussettes x3,3,OMG-MAR
MTX-001339,2025-09-29,SKU-30021,T-shirt coton uni,14,OMG-LIL
MTX-000735,04/08/2025,SKU-30024,Chaussettes x3,35,OMG-LYO
MTX-001113,30-04-2025,SKU-30021,T-shirt coton uni,32,OMG-MAR
MTX-001277,18-06-2025,SKU-30029,Casquette coton,21,OMG-LYO
MTX-001275,09-02-2026,SKU-30021,T-shirt coton uni,23,OMG-LYO
MTX-000745,18-06-2026,SKU-30028,Doudoune legere,11,OMG-LIL
MTX-000073,2025-05-20,SKU-30030,Robe ete,25,OMG-MAR
MTX-001142,2026-04-24,SKU-30029,Casquette coton,15,OMG-MAR
MTX-000295,28/01/2026,SKU-30023,Veste softshell,5,OMG-LYO
MTX-000905,02-01-2026,SKU-30021,T-shirt coton uni,21,OMG-LIL
MTX-000620,11/03/2026,SKU-30024,Chaussettes x3,39,OMG-LYO
MTX-000656,2025-06-21,SKU-30023,Veste softshell,11,OMG-LYO
MTX-001059,16/01/2025,SKU-30030,Robe ete,25,OMG-LYO
MTX-000642,21/09/2025,SKU-30030,Robe ete,2,OMG-LIL
MTX-000224,2026-06-13,SKU-30022,Jean coupe droite,28,OMG-MAR
MTX-001192,2026-07-07,SKU-30024,Chaussettes x3,14,OMG-LIL
MTX-000789,2026-03-01,SKU-30029,Casquette coton,10,OMG-MAR
MTX-000485,19-08-2025,SKU-30022,Jean coupe droite,40,OMG-LYO
MTX-000670,31-05-2025,SKU-30021,T-shirt coton uni,25,OMG-LYO
MTX-000645,15/01/2026,SKU-30025,Pull col rond,14,OMG-MAR
MTX-000228,02-01-2025,SKU-30024,Chaussettes x3,3,OMG-MAR
MTX-000610,02/11/2025,SKU-30029,Casquette coton,2,OMG-LIL
MTX-001047,26-02-2025,SKU-30030,Robe ete,1,OMG-LIL
MTX-001303,2025-09-12,SKU-30028,Doudoune legere,12,OMG-MAR
MTX-000161,23/11/2025,SKU-30029,Casquette coton,9,OMG-MAR
MTX-000548,03/04/2025,SKU-30024,Chaussettes x3,18,OMG-LIL
MTX-000081,2026-05-19,SKU-30025,Pull col rond,27,OMG-LYO
MTX-000017,01/05/2025,SKU-30029,Casquette coton,4,OMG-LIL
MTX-001006,18/08/2025,SKU-30022,Jean coupe droite,33,OMG-MAR
MTX-001278,2025-07-06,SKU-30029,Casquette coton,18,OMG-LYO
MTX-000417,28/06/2026,SKU-30021,T-shirt coton uni,6,OMG-MAR
MTX-000346,29-03-2026,SKU-30024,Chaussettes x3,39,OMG-MAR
MTX-001371,11/03/2025,SKU-30024,Chaussettes x3,23,OMG-LYO
MTX-000276,2026-05-24,SKU-30027,Short de sport,22,OMG-LIL
MTX-001327,01-04-2025,SKU-30023,Veste softshell,37,OMG-MAR
MTX-000357,2025-02-16,SKU-30025,Pull col rond,24,OMG-LYO
MTX-000566,2025-02-05,SKU-30026,Chemise popeline,17,OMG-LYO
MTX-001047,26/02/2025,SKU-30024,Chaussettes x3,8,OMG-LIL
MTX-000030,22-01-2025,SKU-30023,Veste softshell,38,OMG-LIL
MTX-001364,2026-06-08,SKU-30027,Short de sport,36,OMG-LIL
MTX-000354,04/07/2025,SKU-30023,Veste softshell,32,OMG-LIL
MTX-000973,04-02-2026,SKU-30025,Pull col rond,36,OMG-LIL
MTX-001327,01-04-2025,SKU-30023,Veste softshell,29,OMG-MAR
MTX-000871,15/12/2025,SKU-30030,Robe ete,9,OMG-LYO
MTX-000534,06-06-2025,SKU-30021,T-shirt coton uni,17,OMG-LYO
MTX-000593,2026-03-11,SKU-30030,Robe ete,27,OMG-LYO
MTX-000789,2026-03-01,SKU-30021,T-shirt coton uni,34,OMG-MAR
MTX-000259,2025-03-08,SKU-30021,T-shirt coton uni,25,OMG-LYO
MTX-001254,25-01-2026,SKU-30026,Chemise popeline,9,OMG-MAR
MTX-000312,2025-10-06,SKU-30022,Jean coupe droite,33,OMG-MAR
MTX-001216,2025-04-14,SKU-30022,Jean coupe droite,37,OMG-LIL
MTX-001218,09-05-2026,SKU-30024,Chaussettes x3,32,OMG-LYO
MTX-000796,2026-06-14,SKU-30026,Chemise popeline,13,OMG-LIL
MTX-000953,26/01/2026,SKU-30028,Doudoune legere,30,OMG-LIL
MTX-000384,10/03/2026,SKU-30022,Jean coupe droite,37,OMG-LYO
MTX-000566,05/02/2025,SKU-30027,Short de sport,27,OMG-LYO
MTX-001006,2025-08-18,SKU-30027,Short de sport,36,OMG-MAR
MTX-000053,26-08-2025,SKU-30030,Robe ete,7,OMG-LIL
MTX-001247,01/05/2026,SKU-30028,Doudoune legere,40,OMG-LYO
MTX-000430,2025-06-10,SKU-30023,Veste softshell,19,OMG-LYO
MTX-000697,10/07/2025,SKU-30025,Pull col rond,39,OMG-LIL
MTX-000271,08-07-2026,SKU-30025,Pull col rond,14,OMG-LIL
MTX-000135,31/08/2025,SKU-30028,Doudoune legere,33,OMG-MAR
MTX-001092,27/06/2025,SKU-30028,Doudoune legere,37,OMG-MAR
MTX-001150,20/03/2026,SKU-30026,Chemise popeline,16,OMG-MAR
MTX-000596,2025-09-20,SKU-30028,Doudoune legere,10,OMG-LIL
MTX-000150,06-01-2026,SKU-30030,Robe ete,15,OMG-LIL
MTX-001100,24/06/2026,SKU-30024,Chaussettes x3,29,OMG-LIL
MTX-001287,2026-07-18,SKU-30025,Pull col rond,33,OMG-LYO
MTX-000837,11-04-2025,SKU-30030,Robe ete,23,OMG-LIL
MTX-000432,13-12-2025,SKU-30028,Doudoune legere,37,OMG-MAR
MTX-000186,2025-03-05,SKU-30021,T-shirt coton uni,20,OMG-LYO
MTX-000827,2025-02-12,SKU-30025,Pull col rond,37,OMG-LIL
MTX-001326,2026-07-27,SKU-30027,Short de sport,19,OMG-LIL
MTX-000286,2026-05-05,SKU-30027,Short de sport,7,OMG-MAR
MTX-000626,2025-12-30,SKU-30030,Robe ete,37,OMG-MAR
MTX-000796,14-06-2026,SKU-30024,Chaussettes x3,4,OMG-LIL
MTX-000167,02/05/2026,SKU-30029,Casquette coton,21,OMG-LYO
MTX-000105,2025-05-27,SKU-30022,Jean coupe droite,33,OMG-MAR
MTX-000884,07/01/2025,SKU-30027,Short de sport,15,OMG-MAR
MTX-000724,2025-01-07,SKU-30024,Chaussettes x3,40,OMG-MAR
MTX-000547,12-04-2026,SKU-30026,Chemise popeline,11,OMG-LIL
MTX-000897,2025-01-19,SKU-30025,Pull col rond,28,OMG-MAR
MTX-000449,02-08-2025,SKU-30022,Jean coupe droite,39,OMG-LIL
MTX-000466,11-06-2026,SKU-30023,Veste softshell,38,OMG-LIL
MTX-000911,12-09-2025,SKU-30024,Chaussettes x3,36,OMG-LIL
MTX-000837,2025-04-11,SKU-30023,Veste softshell,15,OMG-LIL
MTX-001367,05/06/2026,SKU-30025,Pull col rond,3,OMG-MAR
MTX-000767,2026-07-30,SKU-30027,Short de sport,11,OMG-LYO
MTX-000116,11-02-2026,SKU-30029,Casquette coton,35,OMG-LYO
MTX-000146,24-06-2025,SKU-30028,Doudoune legere,23,OMG-LIL
MTX-000734,2026-07-14,SKU-30025,Pull col rond,36,OMG-MAR
MTX-000032,14/07/2026,SKU-30027,Short de sport,25,OMG-LYO
MTX-000861,2026-05-23,SKU-30023,Veste softshell,29,OMG-LIL
MTX-001077,06/03/2026,SKU-30025,Pull col rond,6,OMG-LIL
MTX-001210,2025-08-19,SKU-30021,T-shirt coton uni,20,OMG-MAR
MTX-001025,2025-08-19,SKU-30022,Jean coupe droite,39,OMG-MAR
MTX-000305,01-10-2025,SKU-30030,Robe ete,27,OMG-LYO
MTX-000698,02/08/2025,SKU-30022,Jean coupe droite,8,OMG-LIL
MTX-000596,2025-09-20,SKU-30023,Veste softshell,33,OMG-LIL
MTX-000117,2026-03-07,SKU-30021,T-shirt coton uni,25,OMG-MAR
MTX-001252,2025-05-02,SKU-30023,Veste softshell,26,OMG-LIL
MTX-001117,07/10/2025,SKU-30030,Robe ete,17,OMG-LIL
MTX-000862,19/06/2025,SKU-30022,Jean coupe droite,18,OMG-MAR
MTX-001199,12-05-2025,SKU-30027,Short de sport,11,OMG-LIL
MTX-000837,11-04-2025,SKU-30027,Short de sport,5,OMG-LIL
MTX-000008,19/04/2026,SKU-30029,Casquette coton,1,OMG-MAR
MTX-001368,08/08/2025,SKU-30024,Chaussettes x3,17,OMG-MAR
MTX-000365,2026-05-12,SKU-30028,Doudoune legere,35,OMG-MAR
MTX-000565,20/01/2026,SKU-30022,Jean coupe droite,19,OMG-LYO
MTX-001083,27/04/2026,SKU-30022,Jean coupe droite,29,OMG-LYO
MTX-000057,26/07/2025,SKU-30021,T-shirt coton uni,11,OMG-LYO
MTX-000604,2025-02-20,SKU-30024,Chaussettes x3,36,OMG-LIL
MTX-001125,2025-11-25,SKU-30021,T-shirt coton uni,32,OMG-LYO
MTX-001166,2025-04-09,SKU-30022,Jean coupe droite,39,OMG-LIL
MTX-000730,28/05/2025,SKU-30029,Casquette coton,40,OMG-MAR
MTX-000964,06/02/2026,SKU-30029,Casquette coton,24,OMG-MAR
MTX-001397,15/09/2025,SKU-30022,Jean coupe droite,26,OMG-LYO
MTX-000639,18/04/2025,SKU-30025,Pull col rond,1,OMG-MAR
MTX-001092,27-06-2025,SKU-30028,Doudoune legere,2,OMG-MAR
MTX-000649,2025-11-19,SKU-30027,Short de sport,12,OMG-LYO
MTX-000626,30/12/2025,SKU-30025,Pull col rond,27,OMG-MAR
MTX-000032,14-07-2026,SKU-30025,Pull col rond,36,OMG-LYO
MTX-001129,01/03/2025,SKU-30024,Chaussettes x3,1,OMG-LYO
MTX-001176,14-09-2025,SKU-30029,Casquette coton,10,OMG-MAR
MTX-000801,25-06-2025,SKU-30021,T-shirt coton uni,4,OMG-LIL
MTX-000465,2026-01-15,SKU-30026,Chemise popeline,4,OMG-LYO
MTX-000496,2025-04-01,SKU-30022,Jean coupe droite,21,OMG-MAR
MTX-000884,2025-01-07,SKU-30024,Chaussettes x3,17,OMG-MAR
MTX-001223,23-05-2025,SKU-30030,Robe ete,22,OMG-MAR
MTX-001286,04-09-2025,SKU-30029,Casquette coton,37,OMG-MAR
MTX-001399,2025-06-18,SKU-30022,Jean coupe droite,1,OMG-MAR
MTX-000200,09/06/2025,SKU-30030,Robe ete,7,OMG-LYO
MTX-000295,28/01/2026,SKU-30023,Veste softshell,5,OMG-LYO
MTX-001303,12/09/2025,SKU-30026,Chemise popeline,25,OMG-MAR
MTX-000244,2026-05-05,SKU-30026,Chemise popeline,31,OMG-LYO
