id_commande_client,date_reception,code_article,libelle_produit,quantite_commandee,chaine_froid_requise,site_livraison
FM-000845,2026-02-20,SKU-20015,Jus d'orange 1L,26,OUI,OMG-LYO
FM-000723,18-07-2026,SKU-20016,Fromage rape 200g,33,OUI,OMG-MAR
FM-000766,08/11/2025,SKU-20013,Filet de poulet 500g,29,OUI,OMG-LIL
FM-000486,2025-03-28,SKU-20016,Fromage rape 200g,24,OUI,OMG-LYO
FM-000285,2025-07-18,SKU-20011,Yaourt nature 4x125g,39,OUI,OMG-MAR
FM-000266,2025-12-11,SKU-20014,Epinards surgeles 1kg,29,OUI,OMG-MAR
FM-000741,09-11-2025,SKU-20020,Compote pomme 4x100g,7,OUI,OMG-MAR
FM-000353,18/06/2026,SKU-20014,Epinards surgeles 1kg,25,OUI,OMG-LIL
FM-000262,29-06-2026,SKU-20017,Pommes Gala 1kg,10,OUI,OMG-LYO
FM-001124,23-04-2026,SKU-20011,Yaourt nature 4x125g,32,OUI,OMG-MAR
FM-000481,27/03/2026,SKU-20018,Pizza surgelee,33,OUI,OMG-LIL
FM-000005,18-04-2025,SKU-20011,Yaourt nature 4x125g,8,OUI,OMG-LYO
FM-000705,2025-04-10,SKU-20012,Lait demi-ecreme 1L,36,OUI,OMG-LIL
FM-000479,28-03-2025,SKU-20013,Filet de poulet 500g,40,OUI,OMG-LYO
FM-000993,03-10-2025,SKU-20012,Lait demi-ecreme 1L,25,OUI,OMG-LYO
FM-001353,2025-01-25,SKU-20015,Jus d'orange 1L,22,OUI,OMG-LYO
FM-000193,23-02-2025,SKU-20015,Jus d'orange 1L,10,OUI,OMG-MAR
FM-000315,17-07-2026,SKU-20016,Fromage rape 200g,33,OUI,OMG-MAR
FM-000023,23-05-2026,SKU-20013,Filet de poulet 500g,17,OUI,OMG-MAR
FM-001179,08-07-2025,SKU-20017,Pommes Gala 1kg,28,OUI,OMG-LYO
FM-000128,21/03/2026,SKU-20012,Lait demi-ecreme 1L,5,OUI,OMG-MAR
FM-000684,21-04-2026,SKU-20017,Pommes Gala 1kg,31,OUI,OMG-MAR
FM-000707,2026-04-14,SKU-20017,Pommes Gala 1kg,5,OUI,OMG-LYO
FM-001123,03/04/2025,SKU-20020,Compote pomme 4x100g,20,OUI,OMG-LIL
FM-000458,16/09/2025,SKU-20018,Pizza surgelee,5,OUI,OMG-LIL
FM-000283,2026-02-09,SKU-20016,Fromage rape 200g,13,OUI,OMG-MAR
FM-000035,24/03/2026,SKU-20017,Pommes Gala 1kg,15,OUI,OMG-MAR
FM-000397,15/09/2025,SKU-20019,Beurre doux 250g,34,OUI,OMG-LYO
FM-000666,04-03-2025,SKU-20013,Filet de poulet 500g,31,OUI,OMG-LIL
FM-001342,06-05-2025,SKU-20011,Yaourt nature 4x125g,11,OUI,OMG-MAR
FM-000093,13/10/2025,SKU-20017,Pommes Gala 1kg,36,OUI,OMG-MAR
FM-000103,27/03/2026,SKU-20018,Pizza surgelee,29,OUI,OMG-MAR
FM-000671,2026-07-03,SKU-20015,Jus d'orange 1L,39,OUI,OMG-MAR
FM-000147,24/04/2025,SKU-20018,Pizza surgelee,14,OUI,OMG-LIL
FM-001290,2026-03-21,SKU-20020,Compote pomme 4x100g,29,OUI,OMG-LYO
FM-000389,15-05-2025,SKU-20016,Fromage rape 200g,23,OUI,OMG-LIL
FM-000858,2026-04-05,SKU-20016,Fromage rape 200g,40,OUI,OMG-LIL
FM-001127,2026-03-06,SKU-20020,Compote pomme 4x100g,2,OUI,OMG-LIL
FM-000340,01/05/2025,SKU-20020,Compote pomme 4x100g,24,OUI,OMG-LYO
FM-000045,2026-07-22,SKU-20014,Epinards surgeles 1kg,6,OUI,OMG-LIL
FM-000564,2026-04-12,SKU-20016,Fromage rape 200g,40,OUI,OMG-MAR
FM-000336,13/04/2025,SKU-20017,Pommes Gala 1kg,10,OUI,OMG-LIL
FM-000555,09/05/2025,SKU-20011,Yaourt nature 4x125g,15,OUI,OMG-LIL
FM-000262,29-06-2026,SKU-20012,Lait demi-ecreme 1L,7,OUI,OMG-LYO
FM-000532,2025-04-25,SKU-20016,Fromage rape 200g,5,OUI,OMG-LIL
FM-000335,21/04/2025,SKU-20020,Compote pomme 4x100g,33,OUI,OMG-MAR
FM-000084,30/05/2026,SKU-20016,Fromage rape 200g,16,OUI,OMG-LYO
FM-000088,04-03-2025,SKU-20012,Lait demi-ecreme 1L,9,OUI,OMG-LYO
FM-000374,03-04-2025,SKU-20020,Compote pomme 4x100g,31,OUI,OMG-MAR
FM-000383,01/02/2025,SKU-20012,Lait demi-ecreme 1L,14,OUI,OMG-MAR
FM-000883,2026-01-29,SKU-20019,Beurre doux 250g,5,OUI,OMG-LYO
FM-001285,09/06/2025,SKU-20020,Compote pomme 4x100g,11,OUI,OMG-LYO
FM-001003,2025-05-26,SKU-20020,Compote pomme 4x100g,17,OUI,OMG-LIL
FM-001315,11/06/2025,SKU-20018,Pizza surgelee,3,OUI,OMG-LYO
FM-000705,10-04-2025,SKU-20017,Pommes Gala 1kg,30,OUI,OMG-LIL
FM-000157,03/03/2026,SKU-20012,Lait demi-ecreme 1L,37,OUI,OMG-MAR
FM-001065,02/05/2025,SKU-20018,Pizza surgelee,2,OUI,OMG-MAR
FM-000075,26/11/2025,SKU-20015,Jus d'orange 1L,13,OUI,OMG-MAR
FM-000192,30-03-2025,SKU-20020,Compote pomme 4x100g,35,OUI,OMG-LIL
FM-000929,2025-07-09,SKU-20015,Jus d'orange 1L,3,OUI,OMG-LIL
FM-000272,2026-06-10,SKU-20019,Beurre doux 250g,24,OUI,OMG-LIL
FM-000977,14-03-2026,SKU-20016,Fromage rape 200g,9,OUI,OMG-LIL
FM-000633,2026-01-30,SKU-20019,Beurre doux 250g,25,OUI,OMG-LYO
FM-001175,04/03/2025,SKU-20020,Compote pomme 4x100g,24,OUI,OMG-LYO
FM-000898,30/06/2026,SKU-20018,Pizza surgelee,26,OUI,OMG-LIL
FM-000759,2026-07-18,SKU-20017,Pommes Gala 1kg,33,OUI,OMG-LIL
FM-000914,13/02/2026,SKU-20012,Lait demi-ecreme 1L,24,OUI,OMG-LIL
FM-000539,2026-06-15,SKU-20013,Filet de poulet 500g,24,OUI,OMG-LIL
FM-000082,16/10/2025,SKU-20012,Lait demi-ecreme 1L,32,OUI,OMG-LIL
FM-001290,21/03/2026,SKU-20014,Epinards surgeles 1kg,8,OUI,OMG-LYO
FM-001281,2025-05-18,SKU-20014,Epinards surgeles 1kg,38,OUI,OMG-LIL
FM-000601,2025-03-12,SKU-20019,Beurre doux 250g,11,OUI,OMG-LIL
FM-000103,2026-03-27,SKU-20016,Fromage rape 200g,10,OUI,OMG-MAR
FM-000744,2025-01-01,SKU-20014,Epinards surgeles 1kg,28,OUI,OMG-LYO
FM-000705,2025-04-10,SKU-20015,Jus d'orange 1L,17,OUI,OMG-LIL
FM-000039,22-11-2025,SKU-20018,Pizza surgelee,2,OUI,OMG-LIL
FM-000133,2026-01-12,SKU-20020,Compote pomme 4x100g,10,OUI,OMG-LIL
FM-001233,21/08/2025,SKU-20013,Filet de poulet 500g,31,OUI,OMG-MAR
FM-001282,15/02/2025,SKU-20017,Pommes Gala 1kg,9,OUI,OMG-LYO
FM-001315,11-06-2025,SKU-20017,Pommes Gala 1kg,36,OUI,OMG-LYO
FM-000490,23/11/2025,SKU-20015,Jus d'orange 1L,13,OUI,OMG-LIL
FM-000562,2025-01-16,SKU-20017,Pommes Gala 1kg,26,OUI,OMG-LYO
FM-001089,30/08/2025,SKU-20020,Compote pomme 4x100g,8,OUI,OMG-MAR
FM-001065,2025-05-02,SKU-20015,Jus d'orange 1L,37,OUI,OMG-MAR
FM-000755,10-02-2026,SKU-20014,Epinards surgeles 1kg,26,OUI,OMG-LYO
FM-000503,21/02/2025,SKU-20020,Compote pomme 4x100g,31,OUI,OMG-LIL
FM-001179,08/07/2025,SKU-20012,Lait demi-ecreme 1L,21,OUI,OMG-LYO
FM-000494,2025-10-15,SKU-20016,Fromage rape 200g,10,OUI,OMG-LIL
FM-000436,28/04/2026,SKU-20018,Pizza surgelee,25,OUI,OMG-LYO
FM-000914,2026-02-13,SKU-20015,Jus d'orange 1L,33,OUI,OMG-LIL
FM-000802,2026-06-19,SKU-20013,Filet de poulet 500g,38,OUI,OMG-LIL
FM-000795,13-03-2026,SKU-20020,Compote pomme 4x100g,,OUI,OMG-LYO
FM-000047,29-06-2026,SKU-20018,Pizza surgelee,36,OUI,OMG-MAR
FM-000986,22/05/2025,SKU-20017,Pommes Gala 1kg,2,OUI,OMG-LYO
FM-000503,21/02/2025,SKU-20015,Jus d'orange 1L,31,OUI,OMG-LIL
FM-001002,07/02/2025,SKU-20011,Yaourt nature 4x125g,16,OUI,OMG-MAR
FM-001384,2026-02-22,SKU-20016,Fromage rape 200g,15,OUI,OMG-LIL
FM-000023,23/05/2026,SKU-20015,Jus d'orange 1L,19,OUI,OMG-MAR
FM-000921,2025-03-05,SKU-20013,Filet de poulet 500g,20,OUI,OMG-LIL
FM-001308,03/11/2025,SKU-20016,Fromage rape 200g,13,OUI,OMG-LYO
FM-000285,2025-07-18,SKU-20018,Pizza surgelee,25,OUI,OMG-MAR
FM-000479,28/03/2025,SKU-20016,Fromage rape 200g,15,OUI,OMG-LYO
FM-001085,10/11/2025,SKU-20018,Pizza surgelee,10,OUI,OMG-LIL
FM-000607,14-07-2025,SKU-20016,Fromage rape 200g,14,OUI,OMG-MAR
FM-000148,26-03-2025,SKU-20011,Yaourt nature 4x125g,7,OUI,OMG-LYO
FM-001039,14-05-2025,SKU-20016,Fromage rape 200g,7,OUI,OMG-LYO
FM-001346,14-05-2025,SKU-20018,Pizza surgelee,7,OUI,OMG-LIL
FM-001383,2025-08-01,SKU-20017,Pommes Gala 1kg,32,OUI,OMG-MAR
FM-000245,20/05/2025,SKU-20018,Pizza surgelee,34,OUI,OMG-LIL
FM-000912,04/09/2025,SKU-20015,Jus d'orange 1L,,OUI,OMG-MAR
FM-000714,2025-11-26,SKU-20018,Pizza surgelee,32,OUI,OMG-LYO
FM-000481,2026-03-27,SKU-20013,Filet de poulet 500g,37,OUI,OMG-LIL
FM-000398,16/02/2025,SKU-20018,Pizza surgelee,1,OUI,OMG-LYO
FM-000400,01/10/2025,SKU-20015,Jus d'orange 1L,25,OUI,OMG-MAR
FM-000944,2026-02-04,SKU-20020,Compote pomme 4x100g,31,OUI,OMG-MAR
FM-000571,17-01-2025,SKU-20018,Pizza surgelee,32,OUI,OMG-LIL
FM-000795,13/03/2026,SKU-20012,Lait demi-ecreme 1L,36,OUI,OMG-LYO
FM-000145,2026-01-07,SKU-20013,Filet de poulet 500g,30,OUI,OMG-MAR
FM-000690,12/06/2026,SKU-20020,Compote pomme 4x100g,15,OUI,OMG-LIL
FM-000315,2026-07-17,SKU-20019,Beurre doux 250g,29,OUI,OMG-MAR
FM-001344,16/06/2026,SKU-20014,Epinards surgeles 1kg,19,OUI,OMG-LYO
FM-000831,02/07/2025,SKU-20012,Lait demi-ecreme 1L,28,OUI,OMG-LYO
FM-000291,2026-01-07,SKU-20012,Lait demi-ecreme 1L,9,OUI,OMG-MAR
FM-001147,30-03-2026,SKU-20020,Compote pomme 4x100g,27,OUI,OMG-MAR
FM-000978,07/09/2025,SKU-20014,Epinards surgeles 1kg,40,OUI,OMG-LYO
FM-000039,2025-11-22,SKU-20017,Pommes Gala 1kg,22,OUI,OMG-LIL
FM-000556,01-04-2025,SKU-20018,Pizza surgelee,8,OUI,OMG-LIL
FM-000857,2025-06-24,SKU-20017,Pommes Gala 1kg,35,OUI,OMG-LYO
FM-000777,01-10-2025,SKU-20017,Pommes Gala 1kg,34,OUI,OMG-LIL
FM-000481,2026-03-27,SKU-20011,Yaourt nature 4x125g,28,OUI,OMG-LIL
FM-000075,26-11-2025,SKU-20017,Pommes Gala 1kg,31,OUI,OMG-MAR
FM-000318,2026-05-05,SKU-20011,Yaourt nature 4x125g,40,OUI,OMG-LIL
FM-000835,12-02-2026,SKU-20013,Filet de poulet 500g,10,OUI,OMG-MAR
FM-000799,2025-08-22,SKU-20017,Pommes Gala 1kg,6,OUI,OMG-MAR
FM-000403,25/05/2026,SKU-20016,Fromage rape 200g,5,OUI,OMG-LYO
FM-000045,22-07-2026,SKU-20015,Jus d'orange 1L,29,OUI,OMG-LIL
FM-000129,13-06-2026,SKU-20019,Beurre doux 250g,38,OUI,OMG-LIL
FM-000348,21/09/2025,SKU-20012,Lait demi-ecreme 1L,,OUI,OMG-LYO
FM-000285,18-07-2025,SKU-20012,Lait demi-ecreme 1L,27,OUI,OMG-MAR
FM-001162,2025-05-19,SKU-20014,Epinards surgeles 1kg,1,OUI,OMG-MAR
FM-000037,11/05/2026,SKU-20014,Epinards surgeles 1kg,18,OUI,OMG-LYO
FM-000555,09-05-2025,SKU-20014,Epinards surgeles 1kg,10,OUI,OMG-LIL
FM-000201,16/01/2026,SKU-20020,Compote pomme 4x100g,26,OUI,OMG-MAR
FM-000627,23/03/2025,SKU-20018,Pizza surgelee,,OUI,OMG-LYO
FM-000641,30/11/2025,SKU-20014,Epinards surgeles 1kg,29,OUI,OMG-LYO
FM-000625,01-06-2025,SKU-20014,Epinards surgeles 1kg,31,OUI,OMG-LIL
FM-001388,2025-07-15,SKU-20011,Yaourt nature 4x125g,35,OUI,OMG-MAR
FM-001305,2025-01-20,SKU-20020,Compote pomme 4x100g,,OUI,OMG-LIL
FM-001334,18/04/2026,SKU-20013,Filet de poulet 500g,10,OUI,OMG-LYO
FM-000572,2025-09-17,SKU-20011,Yaourt nature 4x125g,32,OUI,OMG-LYO
FM-000088,2025-03-04,SKU-20015,Jus d'orange 1L,40,OUI,OMG-LYO
FM-001305,20-01-2025,SKU-20016,Fromage rape 200g,2,OUI,OMG-LIL
FM-001044,16-06-2026,SKU-20020,Compote pomme 4x100g,37,OUI,OMG-LIL
FM-001084,09-01-2026,SKU-20019,Beurre doux 250g,13,OUI,OMG-MAR
FM-000082,16/10/2025,SKU-20015,Jus d'orange 1L,3,OUI,OMG-LIL
FM-000846,24-01-2025,SKU-20019,Beurre doux 250g,22,OUI,OMG-MAR
FM-000201,2026-01-16,SKU-20020,Compote pomme 4x100g,25,OUI,OMG-MAR
FM-000500,2025-01-06,SKU-20019,Beurre doux 250g,30,OUI,OMG-LYO
FM-000768,20-02-2026,SKU-20013,Filet de poulet 500g,7,OUI,OMG-MAR
FM-000831,02-07-2025,SKU-20013,Filet de poulet 500g,2,OUI,OMG-LYO
FM-000539,2026-06-15,SKU-20015,Jus d'orange 1L,2,OUI,OMG-LIL
FM-000519,04/05/2026,SKU-20012,Lait demi-ecreme 1L,4,OUI,OMG-LYO
FM-000993,03/10/2025,SKU-20015,Jus d'orange 1L,15,OUI,OMG-LYO
FM-000651,2025-02-26,SKU-20017,Pommes Gala 1kg,22,OUI,OMG-LYO
FM-001383,2025-08-01,SKU-20016,Fromage rape 200g,28,OUI,OMG-MAR
FM-000128,21/03/2026,SKU-20013,Filet de poulet 500g,,OUI,OMG-MAR
FM-000721,07/12/2025,SKU-20011,Yaourt nature 4x125g,23,OUI,OMG-LYO
FM-000719,2026-04-24,SKU-20011,Yaourt nature 4x125g,23,OUI,OMG-LYO
FM-000004,2025-07-27,SKU-20016,Fromage rape 200g,14,OUI,OMG-LIL
FM-001111,2025-10-17,SKU-20015,Jus d'orange 1L,30,OUI,OMG-MAR
FM-000738,08/05/2026,SKU-20018,Pizza surgelee,15,OUI,OMG-MAR
FM-001281,2025-05-18,SKU-20013,Filet de poulet 500g,4,OUI,OMG-LIL
FM-000067,12/01/2026,SKU-20018,Pizza surgelee,21,OUI,OMG-MAR
FM-000506,2026-06-17,SKU-20016,Fromage rape 200g,10,OUI,OMG-LIL
FM-000378,30-12-2025,SKU-20012,Lait demi-ecreme 1L,34,OUI,OMG-MAR
FM-001342,06/05/2025,SKU-20020,Compote pomme 4x100g,40,OUI,OMG-MAR
FM-000729,2025-10-08,SKU-20019,Beurre doux 250g,39,OUI,OMG-MAR
FM-000531,29/05/2026,SKU-20019,Beurre doux 250g,13,OUI,OMG-LYO
FM-000126,21/04/2026,SKU-20018,Pizza surgelee,6,OUI,OMG-LYO
FM-000721,07-12-2025,SKU-20014,Epinards surgeles 1kg,8,OUI,OMG-LYO
FM-000331,25/09/2025,SKU-20019,Beurre doux 250g,9,OUI,OMG-LIL
FM-000482,06-03-2025,SKU-20017,Pommes Gala 1kg,14,OUI,OMG-LYO
FM-001069,2025-05-17,SKU-20019,Beurre doux 250g,11,OUI,OMG-MAR
FM-000144,2025-04-28,SKU-20017,Pommes Gala 1kg,33,OUI,OMG-LIL
FM-000741,2025-11-09,SKU-20011,Yaourt nature 4x125g,3,OUI,OMG-MAR
FM-001310,21/12/2025,SKU-20020,Compote pomme 4x100g,9,OUI,OMG-LYO
FM-001042,06/10/2025,SKU-20020,Compote pomme 4x100g,37,OUI,OMG-LYO
FM-000119,06/11/2025,SKU-20015,Jus d'orange 1L,8,OUI,OMG-MAR
FM-000124,2025-10-25,SKU-20020,Compote pomme 4x100g,10,OUI,OMG-LIL
FM-001351,27-11-2025,SKU-20011,Yaourt nature 4x125g,14,OUI,OMG-LIL
FM-000904,10/06/2026,SKU-20013,Filet de poulet 500g,19,OUI,OMG-MAR
FM-001042,06/10/2025,SKU-20019,Beurre doux 250g,6,OUI,OMG-LYO
FM-000010,09-05-2025,SKU-20015,Jus d'orange 1L,26,OUI,OMG-MAR
FM-000111,2025-08-07,SKU-20020,Compote pomme 4x100g,9,OUI,OMG-LIL
FM-000636,2026-02-07,SKU-20011,Yaourt nature 4x125g,30,OUI,OMG-LIL
FM-001288,03-07-2025,SKU-20012,Lait demi-ecreme 1L,26,OUI,OMG-LYO
FM-000237,2025-04-04,SKU-20018,Pizza surgelee,17,OUI,OMG-LIL
FM-000912,04/09/2025,SKU-20014,Epinards surgeles 1kg,11,OUI,OMG-MAR
FM-001181,2025-03-20,SKU-20013,Filet de poulet 500g,35,OUI,OMG-LYO
FM-000978,2025-09-07,SKU-20019,Beurre doux 250g,13,OUI,OMG-LYO
FM-000047,29-06-2026,SKU-20014,Epinards surgeles 1kg,6,OUI,OMG-MAR
FM-000928,2025-12-29,SKU-20018,Pizza surgelee,40,OUI,OMG-LYO
FM-001085,2025-11-10,SKU-20013,Filet de poulet 500g,25,OUI,OMG-LIL
FM-000539,15/06/2026,SKU-20018,Pizza surgelee,24,OUI,OMG-LIL
FM-000003,13-05-2026,SKU-20016,Fromage rape 200g,4,OUI,OMG-LIL
FM-000574,20-01-2026,SKU-20011,Yaourt nature 4x125g,11,OUI,OMG-LYO
FM-001305,20-01-2025,SKU-20017,Pommes Gala 1kg,36,OUI,OMG-LIL
FM-000555,09/05/2025,SKU-20013,Filet de poulet 500g,36,OUI,OMG-LIL
FM-000623,09-01-2026,SKU-20015,Jus d'orange 1L,38,OUI,OMG-LIL
FM-000589,21-03-2026,SKU-20019,Beurre doux 250g,39,OUI,OMG-LIL
FM-000356,15-04-2025,SKU-20020,Compote pomme 4x100g,4,OUI,OMG-LIL
FM-000592,16/01/2026,SKU-20013,Filet de poulet 500g,33,OUI,OMG-MAR
FM-001379,12/03/2025,SKU-20013,Filet de poulet 500g,39,OUI,OMG-MAR
FM-000075,26-11-2025,SKU-20012,Lait demi-ecreme 1L,16,OUI,OMG-MAR
FM-001010,22/04/2025,SKU-20013,Filet de poulet 500g,,OUI,OMG-LYO
FM-000407,2026-07-31,SKU-20014,Epinards surgeles 1kg,,OUI,OMG-LYO
FM-000378,2025-12-30,SKU-20015,Jus d'orange 1L,17,OUI,OMG-MAR
FM-001070,13-03-2026,SKU-20012,Lait demi-ecreme 1L,10,OUI,OMG-LYO
FM-001136,09/01/2026,SKU-20018,Pizza surgelee,31,OUI,OMG-LYO
FM-000389,15-05-2025,SKU-20020,Compote pomme 4x100g,25,OUI,OMG-LIL
FM-000119,06/11/2025,SKU-20011,Yaourt nature 4x125g,22,OUI,OMG-MAR
FM-000675,12/06/2025,SKU-20011,Yaourt nature 4x125g,7,OUI,OMG-MAR
FM-001384,22-02-2026,SKU-20018,Pizza surgelee,20,OUI,OMG-LIL
FM-000082,16/10/2025,SKU-20017,Pommes Gala 1kg,38,OUI,OMG-LIL
FM-000350,07/03/2026,SKU-20015,Jus d'orange 1L,12,OUI,OMG-LYO
FM-000137,24/05/2026,SKU-20019,Beurre doux 250g,1,OUI,OMG-MAR
FM-000914,13-02-2026,SKU-20015,Jus d'orange 1L,22,OUI,OMG-LIL
FM-000456,2025-05-30,SKU-20012,Lait demi-ecreme 1L,6,OUI,OMG-LIL
FM-000107,2025-07-15,SKU-20013,Filet de poulet 500g,22,OUI,OMG-LIL
FM-000726,24-04-2025,SKU-20011,Yaourt nature 4x125g,25,OUI,OMG-LYO
FM-001282,15/02/2025,SKU-20020,Compote pomme 4x100g,9,OUI,OMG-LYO
FM-000120,07/11/2025,SKU-20015,Jus d'orange 1L,6,OUI,OMG-LIL
FM-000338,26/06/2026,SKU-20018,Pizza surgelee,25,OUI,OMG-LYO
FM-000386,2025-11-05,SKU-20015,Jus d'orange 1L,39,OUI,OMG-LIL
FM-001351,27-11-2025,SKU-20012,Lait demi-ecreme 1L,36,OUI,OMG-LIL
FM-001076,25/06/2026,SKU-20019,Beurre doux 250g,28,OUI,OMG-LYO
FM-001087,2025-05-03,SKU-20014,Epinards surgeles 1kg,32,OUI,OMG-LIL
FM-000090,20/11/2025,SKU-20015,Jus d'orange 1L,24,OUI,OMG-LIL
FM-000027,2025-05-01,SKU-20013,Filet de poulet 500g,12,OUI,OMG-MAR
FM-000155,12-07-2025,SKU-20015,Jus d'orange 1L,38,OUI,OMG-LIL
FM-000879,13/01/2026,SKU-20015,Jus d'orange 1L,17,OUI,OMG-LIL
FM-000636,2026-02-07,SKU-20019,Beurre doux 250g,40,OUI,OMG-LIL
FM-001065,02-05-2025,SKU-20020,Compote pomme 4x100g,12,OUI,OMG-MAR
FM-000378,30-12-2025,SKU-20019,Beurre doux 250g,24,OUI,OMG-MAR
FM-000120,2025-11-07,SKU-20018,Pizza surgelee,32,OUI,OMG-LIL
FM-000456,30-05-2025,SKU-20020,Compote pomme 4x100g,8,OUI,OMG-LIL
FM-000638,18-03-2025,SKU-20014,Epinards surgeles 1kg,22,OUI,OMG-LYO
FM-000326,2025-03-26,SKU-20012,Lait demi-ecreme 1L,18,OUI,OMG-MAR
FM-000209,20/04/2026,SKU-20020,Compote pomme 4x100g,9,OUI,OMG-MAR
FM-000512,12-03-2025,SKU-20016,Fromage rape 200g,11,OUI,OMG-LYO
FM-001076,25/06/2026,SKU-20013,Filet de poulet 500g,,OUI,OMG-LYO
FM-000616,05-01-2025,SKU-20017,Pommes Gala 1kg,5,OUI,OMG-LIL
FM-000495,02/05/2025,SKU-20018,Pizza surgelee,22,OUI,OMG-LIL
FM-000623,09-01-2026,SKU-20011,Yaourt nature 4x125g,9,OUI,OMG-LIL
FM-000015,14/07/2025,SKU-20018,Pizza surgelee,36,OUI,OMG-LIL
FM-000582,2026-06-14,SKU-20018,Pizza surgelee,10,OUI,OMG-MAR
FM-000293,05/02/2025,SKU-20020,Compote pomme 4x100g,37,OUI,OMG-LIL
FM-001063,2025-10-29,SKU-20014,Epinards surgeles 1kg,16,OUI,OMG-LIL
FM-000675,12/06/2025,SKU-20013,Filet de poulet 500g,32,OUI,OMG-MAR
FM-001292,17-02-2025,SKU-20011,Yaourt nature 4x125g,24,OUI,OMG-MAR
FM-000926,23/03/2025,SKU-20013,Filet de poulet 500g,27,OUI,OMG-MAR
FM-001167,2025-01-19,SKU-20017,Pommes Gala 1kg,10,OUI,OMG-LIL
FM-000160,29/06/2026,SKU-20012,Lait demi-ecreme 1L,31,OUI,OMG-LIL
FM-000887,15/08/2025,SKU-20016,Fromage rape 200g,,OUI,OMG-LYO
FM-000887,15/08/2025,SKU-20017,Pommes Gala 1kg,39,OUI,OMG-LYO
FM-000984,13-01-2026,SKU-20011,Yaourt nature 4x125g,33,OUI,OMG-LIL
FM-000004,27-07-2025,SKU-20015,Jus d'orange 1L,9,OUI,OMG-LIL
FM-000495,02/05/2025,SKU-20019,Beurre doux 250g,22,OUI,OMG-LIL
FM-000766,2025-11-08,SKU-20016,Fromage rape 200g,6,OUI,OMG-LIL
FM-001044,16/06/2026,SKU-20016,Fromage rape 200g,4,OUI,OMG-LIL
FM-000133,12-01-2026,SKU-20016,Fromage rape 200g,26,OUI,OMG-LIL
FM-000010,2025-05-09,SKU-20017,Pommes Gala 1kg,14,OUI,OMG-MAR
FM-000245,20/05/2025,SKU-20015,Jus d'orange 1L,4,OUI,OMG-LIL
FM-001180,13/01/2026,SKU-20015,Jus d'orange 1L,16,OUI,OMG-LYO
FM-000866,14/05/2026,SKU-20016,Fromage rape 200g,22,OUI,OMG-LYO
FM-000776,29/05/2025,SKU-20016,Fromage rape 200g,2,OUI,OMG-LYO
FM-001358,13-06-2025,SKU-20020,Compote pomme 4x100g,29,OUI,OMG-LYO
FM-001203,2025-09-30,SKU-20017,Pommes Gala 1kg,7,OUI,OMG-MAR
FM-001288,03-07-2025,SKU-20012,Lait demi-ecreme 1L,10,OUI,OMG-LYO
FM-000226,2026-02-11,SKU-20013,Filet de poulet 500g,24,OUI,OMG-LIL
FM-000865,02/03/2025,SKU-20019,Beurre doux 250g,5,OUI,OMG-LYO
FM-001265,2026-06-16,SKU-20013,Filet de poulet 500g,14,OUI,OMG-LYO
FM-000524,10/06/2026,SKU-20016,Fromage rape 200g,4,OUI,OMG-MAR
FM-000170,08/06/2026,SKU-20012,Lait demi-ecreme 1L,13,OUI,OMG-LIL
FM-000924,2026-01-27,SKU-20012,Lait demi-ecreme 1L,33,OUI,OMG-MAR
FM-000923,10-10-2025,SKU-20017,Pommes Gala 1kg,10,OUI,OMG-MAR
FM-001070,13/03/2026,SKU-20018,Pizza surgelee,7,OUI,OMG-LYO
FM-001290,2026-03-21,SKU-20014,Epinards surgeles 1kg,35,OUI,OMG-LYO
FM-000058,2025-12-31,SKU-20019,Beurre doux 250g,32,OUI,OMG-LYO
FM-000468,2026-04-24,SKU-20017,Pommes Gala 1kg,22,OUI,OMG-MAR
FM-000684,2026-04-21,SKU-20012,Lait demi-ecreme 1L,25,OUI,OMG-MAR
FM-000479,28/03/2025,SKU-20017,Pommes Gala 1kg,11,OUI,OMG-LYO
FM-000356,2025-04-15,SKU-20018,Pizza surgelee,20,OUI,OMG-LIL
FM-001144,2025-11-26,SKU-20015,Jus d'orange 1L,13,OUI,OMG-MAR
FM-000093,2025-10-13,SKU-20020,Compote pomme 4x100g,15,OUI,OMG-MAR
FM-000289,08-02-2025,SKU-20016,Fromage rape 200g,21,OUI,OMG-LIL
FM-000671,03-07-2026,SKU-20018,Pizza surgelee,10,OUI,OMG-MAR
FM-000025,2026-07-30,SKU-20012,Lait demi-ecreme 1L,5,OUI,OMG-LYO
FM-000592,16/01/2026,SKU-20013,Filet de poulet 500g,10,OUI,OMG-MAR
FM-000254,2025-10-19,SKU-20019,Beurre doux 250g,6,OUI,OMG-LYO
FM-000318,05/05/2026,SKU-20012,Lait demi-ecreme 1L,35,OUI,OMG-LIL
FM-000592,2026-01-16,SKU-20019,Beurre doux 250g,9,OUI,OMG-MAR
FM-000799,2025-08-22,SKU-20018,Pizza surgelee,40,OUI,OMG-MAR
FM-001383,01-08-2025,SKU-20017,Pommes Gala 1kg,4,OUI,OMG-MAR
FM-000936,2025-05-08,SKU-20012,Lait demi-ecreme 1L,23,OUI,OMG-LYO
FM-001188,16-05-2026,SKU-20013,Filet de poulet 500g,26,OUI,OMG-LYO
FM-001323,2025-06-17,SKU-20020,Compote pomme 4x100g,38,OUI,OMG-MAR
