source,reference_commande,date_commande,reference_produit,designation_produit,quantite,entrepot_destination,poids_unitaire_g,chaine_froid_requise
MedioTex,MTX-000367,2025-11-03,SKU-30025,Pull col rond,6.0,OMG-LIL,,
MedioTex,MTX-001235,2025-06-17,SKU-30026,Chemise popeline,17.0,OMG-MAR,,
MedioTex,MTX-000298,2026-01-03,SKU-30022,Jean coupe droite,15.0,OMG-MAR,,
MedioTex,MTX-000915,2025-08-01,SKU-30030,Robe ete,30.0,OMG-LIL,,
MedioTex,MTX-000613,2025-06-12,SKU-30022,Jean coupe droite,18.0,OMG-MAR,,
MedioTex,MTX-000693,2025-09-20,SKU-30027,Short de sport,5.0,OMG-LIL,,
MedioTex,MTX-000390,2026-04-13,SKU-30029,Casquette coton,3.0,OMG-MAR,,
MedioTex,MTX-000730,2025-05-28,SKU-30026,Chemise popeline,20.0,OMG-MAR,,
MedioTex,MTX-001129,2025-03-01,SKU-30025,Pull col rond,12.0,OMG-LYO,,
MedioTex,MTX-000995,2026-07-29,SKU-30023,Veste softshell,27.0,OMG-LYO,,
MedioTex,MTX-000367,2025-11-03,SKU-30027,Short de sport,15.0,OMG-LIL,,
MedioTex,MTX-001254,2026-01-25,SKU-30028,Doudoune legere,40.0,OMG-MAR,,
MedioTex,MTX-001300,2026-06-14,SKU-30023,Veste softshell,16.0,OMG-LIL,,
MedioTex,MTX-001356,2026-05-18,SKU-30027,Short de sport,39.0,OMG-LIL,,
MedioTex,MTX-000417,2026-06-28,SKU-30026,Chemise popeline,25.0,OMG-MAR,,
MedioTex,MTX-000615,2025-09-08,SKU-30025,Pull col rond,8.0,OMG-LYO,,
MedioTex,MTX-001119,2025-05-04,SKU-30027,Short de sport,8.0,OMG-MAR,,
MedioTex,MTX-001399,2025-06-18,SKU-30023,Veste softshell,35.0,OMG-MAR,,
MedioTex,MTX-001216,2025-04-14,SKU-30022,Jean coupe droite,1.0,OMG-LIL,,
MedioTex,MTX-000346,2026-03-29,SKU-30024,Chaussettes x3,30.0,OMG-MAR,,
MedioTex,MTX-000850,2025-11-30,SKU-30026,Chemise popeline,28.0,OMG-LYO,,
MedioTex,MTX-001360,2026-01-27,SKU-30022,Jean coupe droite,6.0,OMG-MAR,,
MedioTex,MTX-000475,2025-08-10,SKU-30022,Jean coupe droite,4.0,OMG-LIL,,
MedioTex,MTX-000292,2025-05-21,SKU-30028,Doudoune legere,8.0,OMG-LIL,,
MedioTex,MTX-000298,2026-01-03,SKU-30028,Doudoune legere,8.0,OMG-MAR,,
MedioTex,MTX-000197,2025-09-28,SKU-30028,Doudoune legere,29.0,OMG-LYO,,
MedioTex,MTX-000605,2025-06-08,SKU-30026,Chemise popeline,35.0,OMG-MAR,,
MedioTex,MTX-001025,2025-08-19,SKU-30024,Chaussettes x3,6.0,OMG-MAR,,
MedioTex,MTX-000153,2025-04-15,SKU-30022,Jean coupe droite,22.0,OMG-LIL,,
MedioTex,MTX-001331,2025-05-24,SKU-30027,Short de sport,6.0,OMG-LIL,,
MedioTex,MTX-001103,2026-01-18,SKU-30021,T-shirt coton uni,13.0,OMG-LIL,,
MedioTex,MTX-001025,2025-08-19,SKU-30030,Robe ete,5.0,OMG-MAR,,
MedioTex,MTX-001210,2025-08-19,SKU-30022,Jean coupe droite,26.0,OMG-MAR,,
MedioTex,MTX-001269,2025-07-18,SKU-30030,Robe ete,40.0,OMG-LIL,,
MedioTex,MTX-001141,2025-09-12,SKU-30030,Robe ete,37.0,OMG-MAR,,
MedioTex,MTX-001356,2026-05-18,SKU-30024,Chaussettes x3,5.0,OMG-LIL,,
MedioTex,MTX-000384,2026-03-10,SKU-30026,Chemise popeline,30.0,OMG-LYO,,
MedioTex,MTX-000499,2025-12-10,SKU-30030,Robe ete,39.0,OMG-LIL,,
MedioTex,MTX-001275,2026-02-09,SKU-30030,Robe ete,28.0,OMG-LYO,,
MedioTex,MTX-001142,2026-04-24,SKU-30025,Pull col rond,18.0,OMG-MAR,,
MedioTex,MTX-000309,2025-06-25,SKU-30024,Chaussettes x3,19.0,OMG-LIL,,
MedioTex,MTX-000859,2026-07-15,SKU-30027,Short de sport,37.0,OMG-LIL,,
MedioTex,MTX-000836,2025-08-05,SKU-30027,Short de sport,5.0,OMG-LYO,,
MedioTex,MTX-001275,2026-02-09,SKU-30027,Short de sport,8.0,OMG-LYO,,
MedioTex,MTX-000485,2025-08-19,SKU-30030,Robe ete,14.0,OMG-LYO,,
MedioTex,MTX-000131,2026-04-23,SKU-30030,Robe ete,3.0,OMG-LIL,,
MedioTex,MTX-000442,2026-01-04,SKU-30022,Jean coupe droite,2.0,OMG-LYO,,
MedioTex,MTX-000452,2025-04-01,SKU-30025,Pull col rond,31.0,OMG-LIL,,
MedioTex,MTX-001331,2025-05-24,SKU-30021,T-shirt coton uni,13.0,OMG-LIL,,
MedioTex,MTX-000878,2025-11-28,SKU-30024,Chaussettes x3,28.0,OMG-MAR,,
MedioTex,MTX-000811,2026-02-16,SKU-30022,Jean coupe droite,4.0,OMG-LIL,,
MedioTex,MTX-001223,2025-05-23,SKU-30021,T-shirt coton uni,31.0,OMG-MAR,,
MedioTex,MTX-000238,2025-02-01,SKU-30023,Veste softshell,6.0,OMG-MAR,,
MedioTex,MTX-000798,2025-01-04,SKU-30023,Veste softshell,26.0,OMG-MAR,,
MedioTex,MTX-001242,2025-10-02,SKU-30029,Casquette coton,19.0,OMG-LYO,,
MedioTex,MTX-000459,2025-05-19,SKU-30023,Veste softshell,35.0,OMG-LIL,,
MedioTex,MTX-000767,2026-07-30,SKU-30021,T-shirt coton uni,10.0,OMG-LYO,,
MedioTex,MTX-000527,2025-07-27,SKU-30026,Chemise popeline,37.0,OMG-LIL,,
MedioTex,MTX-000013,2026-03-24,SKU-30027,Short de sport,27.0,OMG-MAR,,
MedioTex,MTX-000703,2025-04-19,SKU-30029,Casquette coton,14.0,OMG-LIL,,
MedioTex,MTX-001327,2025-04-01,SKU-30028,Doudoune legere,1.0,OMG-MAR,,
MedioTex,MTX-000540,2025-07-16,SKU-30028,Doudoune legere,25.0,OMG-LYO,,
MedioTex,MTX-001377,2025-03-17,SKU-30025,Pull col rond,27.0,OMG-LYO,,
MedioTex,MTX-001286,2025-09-04,SKU-30026,Chemise popeline,25.0,OMG-MAR,,
MedioTex,MTX-000836,2025-08-05,SKU-30028,Doudoune legere,39.0,OMG-LYO,,
MedioTex,MTX-000850,2025-11-30,SKU-30028,Doudoune legere,8.0,OMG-LYO,,
MedioTex,MTX-000302,2026-07-22,SKU-30027,Short de sport,39.0,OMG-LYO,,
MedioTex,MTX-000588,2025-01-19,SKU-30030,Robe ete,17.0,OMG-LYO,,
MedioTex,MTX-000836,2025-08-05,SKU-30028,Doudoune legere,25.0,OMG-LYO,,
MedioTex,MTX-000141,2025-09-12,SKU-30030,Robe ete,20.0,OMG-LYO,,
MedioTex,MTX-000697,2025-07-10,SKU-30027,Short de sport,32.0,OMG-LIL,,
MedioTex,MTX-000167,2026-05-02,SKU-30026,Chemise popeline,25.0,OMG-LYO,,
MedioTex,MTX-000716,2026-04-17,SKU-30029,Casquette coton,15.0,OMG-LYO,,
MedioTex,MTX-000779,2026-05-08,SKU-30022,Jean coupe droite,13.0,OMG-LYO,,
MedioTex,MTX-000087,2026-02-10,SKU-30021,T-shirt coton uni,31.0,OMG-MAR,,
MedioTex,MTX-000934,2025-01-21,SKU-30021,T-shirt coton uni,40.0,OMG-MAR,,
MedioTex,MTX-001025,2025-08-19,SKU-30027,Short de sport,17.0,OMG-MAR,,
MedioTex,MTX-000236,2025-09-05,SKU-30022,Jean coupe droite,13.0,OMG-LIL,,
MedioTex,MTX-000565,2026-01-20,SKU-30023,Veste softshell,20.0,OMG-LYO,,
MedioTex,MTX-000594,2025-04-02,SKU-30025,Pull col rond,19.0,OMG-LYO,,
MedioTex,MTX-000419,2025-03-10,SKU-30025,Pull col rond,34.0,OMG-MAR,,
MedioTex,MTX-000372,2026-02-09,SKU-30025,Pull col rond,21.0,OMG-LYO,,
MedioTex,MTX-001171,2025-07-29,SKU-30028,Doudoune legere,23.0,OMG-MAR,,
MedioTex,MTX-000954,2026-06-15,SKU-30030,Robe ete,27.0,OMG-LYO,,
MedioTex,MTX-001045,2025-02-06,SKU-30029,Casquette coton,4.0,OMG-LYO,,
MedioTex,MTX-000161,2025-11-23,SKU-30028,Doudoune legere,25.0,OMG-MAR,,
MedioTex,MTX-001145,2025-10-08,SKU-30028,Doudoune legere,38.0,OMG-MAR,,
MedioTex,MTX-000333,2025-01-18,SKU-30030,Robe ete,38.0,OMG-LIL,,
MedioTex,MTX-001103,2026-01-18,SKU-30029,Casquette coton,5.0,OMG-LIL,,
MedioTex,MTX-001328,2026-02-14,SKU-30024,Chaussettes x3,32.0,OMG-LIL,,
MedioTex,MTX-000903,2025-04-05,SKU-30028,Doudoune legere,9.0,OMG-MAR,,
MedioTex,MTX-000211,2025-07-13,SKU-30030,Robe ete,18.0,OMG-LYO,,
MedioTex,MTX-000849,2025-01-15,SKU-30027,Short de sport,25.0,OMG-MAR,,
MedioTex,MTX-001354,2026-06-02,SKU-30025,Pull col rond,38.0,OMG-LIL,,
MedioTex,MTX-000811,2026-02-16,SKU-30027,Short de sport,7.0,OMG-LIL,,
MedioTex,MTX-000579,2026-07-03,SKU-30022,Jean coupe droite,40.0,OMG-LYO,,
MedioTex,MTX-000548,2025-04-03,SKU-30025,Pull col rond,32.0,OMG-LIL,,
MedioTex,MTX-000419,2025-03-10,SKU-30025,Pull col rond,28.0,OMG-MAR,,
MedioTex,MTX-001275,2026-02-09,SKU-30021,T-shirt coton uni,19.0,OMG-LYO,,
MedioTex,MTX-000834,2026-04-27,SKU-30028,Doudoune legere,18.0,OMG-MAR,,
MedioTex,MTX-000634,2025-10-18,SKU-30026,Chemise popeline,34.0,OMG-MAR,,
MedioTex,MTX-000704,2026-05-30,SKU-30021,T-shirt coton uni,13.0,OMG-LYO,,
MedioTex,MTX-001064,2025-10-10,SKU-30027,Short de sport,10.0,OMG-MAR,,
MedioTex,MTX-001128,2025-10-29,SKU-30030,Robe ete,8.0,OMG-MAR,,
MedioTex,MTX-001150,2026-03-20,SKU-30029,Casquette coton,38.0,OMG-MAR,,
MedioTex,MTX-000796,2026-06-14,SKU-30028,Doudoune legere,32.0,OMG-LIL,,
MedioTex,MTX-001214,2025-09-25,SKU-30025,Pull col rond,18.0,OMG-LIL,,
MedioTex,MTX-001173,2025-08-03,SKU-30021,T-shirt coton uni,20.0,OMG-LIL,,
MedioTex,MTX-000110,2025-07-04,SKU-30026,Chemise popeline,37.0,OMG-MAR,,
MedioTex,MTX-000153,2025-04-15,SKU-30023,Veste softshell,30.0,OMG-LIL,,
MedioTex,MTX-000897,2025-01-19,SKU-30024,Chaussettes x3,7.0,OMG-MAR,,
MedioTex,MTX-000828,2026-06-08,SKU-30024,Chaussettes x3,34.0,OMG-MAR,,
MedioTex,MTX-000643,2026-04-18,SKU-30027,Short de sport,5.0,OMG-MAR,,
MedioTex,MTX-000276,2026-05-24,SKU-30026,Chemise popeline,17.0,OMG-LIL,,
MedioTex,MTX-000167,2026-05-02,SKU-30028,Doudoune legere,4.0,OMG-LYO,,
MedioTex,MTX-000710,2026-01-06,SKU-30023,Veste softshell,25.0,OMG-LIL,,
MedioTex,MTX-000594,2025-04-02,SKU-30028,Doudoune legere,2.0,OMG-LYO,,
MedioTex,MTX-001360,2026-01-27,SKU-30030,Robe ete,19.0,OMG-MAR,,
MedioTex,MTX-000250,2025-05-16,SKU-30024,Chaussettes x3,38.0,OMG-LIL,,
MedioTex,MTX-000248,2025-01-01,SKU-30026,Chemise popeline,12.0,OMG-LIL,,
MedioTex,MTX-000355,2025-03-19,SKU-30029,Casquette coton,28.0,OMG-LYO,,
MedioTex,MTX-001077,2026-03-06,SKU-30026,Chemise popeline,33.0,OMG-LIL,,
MedioTex,MTX-001212,2025-03-22,SKU-30028,Doudoune legere,14.0,OMG-MAR,,
MedioTex,MTX-000546,2026-05-02,SKU-30028,Doudoune legere,13.0,OMG-MAR,,
MedioTex,MTX-000156,2025-12-28,SKU-30026,Chemise popeline,40.0,OMG-LYO,,
MedioTex,MTX-001303,2025-09-12,SKU-30028,Doudoune legere,12.0,OMG-MAR,,
MedioTex,MTX-001016,2025-10-19,SKU-30022,Jean coupe droite,8.0,OMG-MAR,,
MedioTex,MTX-001391,2025-09-23,SKU-30030,Robe ete,25.0,OMG-LIL,,
MedioTex,MTX-000730,2025-05-28,SKU-30028,Doudoune legere,13.0,OMG-MAR,,
MedioTex,MTX-000588,2025-01-19,SKU-30027,Short de sport,33.0,OMG-LYO,,
MedioTex,MTX-000847,2025-09-26,SKU-30028,Doudoune legere,9.0,OMG-LYO,,
MedioTex,MTX-000534,2025-06-06,SKU-30025,Pull col rond,36.0,OMG-LYO,,
MedioTex,MTX-001239,2026-02-07,SKU-30022,Jean coupe droite,28.0,OMG-LYO,,
MedioTex,MTX-000352,2026-01-18,SKU-30025,Pull col rond,26.0,OMG-LIL,,
MedioTex,MTX-000730,2025-05-28,SKU-30022,Jean coupe droite,5.0,OMG-MAR,,
MedioTex,MTX-000196,2026-01-24,SKU-30028,Doudoune legere,7.0,OMG-MAR,,
MedioTex,MTX-000827,2025-02-12,SKU-30022,Jean coupe droite,22.0,OMG-LIL,,
MedioTex,MTX-000217,2025-12-12,SKU-30023,Veste softshell,31.0,OMG-MAR,,
MedioTex,MTX-000533,2025-11-12,SKU-30024,Chaussettes x3,2.0,OMG-LYO,,
MedioTex,MTX-000320,2026-02-28,SKU-30021,T-shirt coton uni,36.0,OMG-LIL,,
MedioTex,MTX-001368,2025-08-08,SKU-30027,Short de sport,35.0,OMG-MAR,,
MedioTex,MTX-000312,2025-10-06,SKU-30023,Veste softshell,34.0,OMG-MAR,,
MedioTex,MTX-001357,2025-08-16,SKU-30028,Doudoune legere,31.0,OMG-MAR,,
MedioTex,MTX-000465,2026-01-15,SKU-30025,Pull col rond,32.0,OMG-LYO,,
MedioTex,MTX-001206,2026-01-03,SKU-30026,Chemise popeline,16.0,OMG-LYO,,
MedioTex,MTX-000964,2026-02-06,SKU-30027,Short de sport,32.0,OMG-MAR,,
MedioTex,MTX-001270,2026-05-01,SKU-30025,Pull col rond,36.0,OMG-LIL,,
MedioTex,MTX-001316,2026-04-25,SKU-30030,Robe ete,32.0,OMG-MAR,,
MedioTex,MTX-000211,2025-07-13,SKU-30028,Doudoune legere,10.0,OMG-LYO,,
MedioTex,MTX-000520,2025-09-11,SKU-30030,Robe ete,7.0,OMG-MAR,,
MedioTex,MTX-001125,2025-11-25,SKU-30021,T-shirt coton uni,25.0,OMG-LYO,,
MedioTex,MTX-000352,2026-01-18,SKU-30023,Veste softshell,33.0,OMG-LIL,,
MedioTex,MTX-000430,2025-06-10,SKU-30026,Chemise popeline,18.0,OMG-LYO,,
MedioTex,MTX-000711,2025-07-27,SKU-30024,Chaussettes x3,39.0,OMG-MAR,,
MedioTex,MTX-000452,2025-04-01,SKU-30029,Casquette coton,15.0,OMG-LIL,,
MedioTex,MTX-000569,2026-06-21,SKU-30022,Jean coupe droite,9.0,OMG-MAR,,
MedioTex,MTX-000930,2026-04-06,SKU-30030,Robe ete,34.0,OMG-LIL,,
MedioTex,MTX-000801,2025-06-25,SKU-30026,Chemise popeline,35.0,OMG-LIL,,
MedioTex,MTX-000847,2025-09-26,SKU-30025,Pull col rond,3.0,OMG-LYO,,
MedioTex,MTX-000416,2026-04-14,SKU-30021,T-shirt coton uni,7.0,OMG-MAR,,
MedioTex,MTX-000517,2025-03-08,SKU-30027,Short de sport,38.0,OMG-MAR,,
MedioTex,MTX-000417,2026-06-28,SKU-30030,Robe ete,24.0,OMG-MAR,,
MedioTex,MTX-001287,2026-07-18,SKU-30027,Short de sport,18.0,OMG-LYO,,
MedioTex,MTX-001232,2025-06-25,SKU-30022,Jean coupe droite,14.0,OMG-LIL,,
MedioTex,MTX-000996,2026-07-31,SKU-30026,Chemise popeline,8.0,OMG-LYO,,
MedioTex,MTX-000127,2025-08-21,SKU-30026,Chemise popeline,33.0,OMG-LIL,,
MedioTex,MTX-001020,2025-10-01,SKU-30025,Pull col rond,29.0,OMG-LIL,,
MedioTex,MTX-000423,2026-02-22,SKU-30029,Casquette coton,35.0,OMG-LIL,,
MedioTex,MTX-000709,2026-04-17,SKU-30023,Veste softshell,21.0,OMG-LIL,,
MedioTex,MTX-000466,2026-06-11,SKU-30028,Doudoune legere,2.0,OMG-LIL,,
MedioTex,MTX-000822,2025-03-08,SKU-30024,Chaussettes x3,28.0,OMG-LYO,,
MedioTex,MTX-000698,2025-08-02,SKU-30028,Doudoune legere,33.0,OMG-LIL,,
MedioTex,MTX-000995,2026-07-29,SKU-30023,Veste softshell,12.0,OMG-LYO,,
MedioTex,MTX-000523,2026-02-23,SKU-30029,Casquette coton,4.0,OMG-MAR,,
MedioTex,MTX-000599,2025-04-04,SKU-30024,Chaussettes x3,38.0,OMG-LYO,,
MedioTex,MTX-000391,2025-11-02,SKU-30027,Short de sport,10.0,OMG-MAR,,
MedioTex,MTX-001119,2025-05-04,SKU-30027,Short de sport,6.0,OMG-MAR,,
MedioTex,MTX-000934,2025-01-21,SKU-30026,Chemise popeline,24.0,OMG-MAR,,
MedioTex,MTX-000448,2026-05-25,SKU-30021,T-shirt coton uni,19.0,OMG-LYO,,
MedioTex,MTX-000022,2025-04-13,SKU-30024,Chaussettes x3,24.0,OMG-LIL,,
MedioTex,MTX-000044,2025-09-23,SKU-30028,Doudoune legere,10.0,OMG-MAR,,
MedioTex,MTX-000599,2025-04-04,SKU-30029,Casquette coton,39.0,OMG-LYO,,
MedioTex,MTX-000110,2025-07-04,SKU-30024,Chaussettes x3,35.0,OMG-MAR,,
MedioTex,MTX-001218,2026-05-09,SKU-30027,Short de sport,4.0,OMG-LYO,,
MedioTex,MTX-001023,2025-09-01,SKU-30027,Short de sport,13.0,OMG-LIL,,
MedioTex,MTX-000440,2026-04-20,SKU-30021,T-shirt coton uni,36.0,OMG-LYO,,
MedioTex,MTX-001047,2025-02-26,SKU-30030,Robe ete,1.0,OMG-LIL,,
MedioTex,MTX-000743,2025-05-07,SKU-30023,Veste softshell,16.0,OMG-LIL,,
MedioTex,MTX-000955,2025-11-14,SKU-30023,Veste softshell,37.0,OMG-MAR,,
MedioTex,MTX-000805,2025-10-02,SKU-30024,Chaussettes x3,5.0,OMG-LYO,,
MedioTex,MTX-000798,2025-01-04,SKU-30021,T-shirt coton uni,35.0,OMG-MAR,,
MedioTex,MTX-000309,2025-06-25,SKU-30030,Robe ete,13.0,OMG-LIL,,
MedioTex,MTX-001033,2025-12-01,SKU-30028,Doudoune legere,20.0,OMG-LIL,,
MedioTex,MTX-000391,2025-11-02,SKU-30022,Jean coupe droite,15.0,OMG-MAR,,
MedioTex,MTX-000701,2025-05-20,SKU-30030,Robe ete,14.0,OMG-MAR,,
MedioTex,MTX-001354,2026-06-02,SKU-30024,Chaussettes x3,35.0,OMG-LIL,,
MedioTex,MTX-000731,2026-03-12,SKU-30027,Short de sport,5.0,OMG-LIL,,
MedioTex,MTX-000617,2025-03-17,SKU-30021,T-shirt coton uni,38.0,OMG-MAR,,
MedioTex,MTX-000060,2026-04-02,SKU-30030,Robe ete,3.0,OMG-MAR,,
MedioTex,MTX-001053,2025-12-10,SKU-30029,Casquette coton,13.0,OMG-LYO,,
MedioTex,MTX-000988,2026-02-18,SKU-30030,Robe ete,10.0,OMG-LIL,,
MedioTex,MTX-000499,2025-12-10,SKU-30022,Jean coupe droite,10.0,OMG-LIL,,
MedioTex,MTX-001213,2025-04-09,SKU-30029,Casquette coton,16.0,OMG-MAR,,
MedioTex,MTX-001090,2025-10-15,SKU-30027,Short de sport,16.0,OMG-LYO,,
MedioTex,MTX-000890,2025-01-23,SKU-30024,Chaussettes x3,27.0,OMG-LYO,,
MedioTex,MTX-000305,2025-10-01,SKU-30021,T-shirt coton uni,25.0,OMG-LYO,,
MedioTex,MTX-000465,2026-01-15,SKU-30029,Casquette coton,29.0,OMG-LYO,,
MedioTex,MTX-000227,2026-05-03,SKU-30029,Casquette coton,24.0,OMG-MAR,,
MedioTex,MTX-001277,2025-06-18,SKU-30027,Short de sport,7.0,OMG-LYO,,
MedioTex,MTX-000514,2025-05-21,SKU-30026,Chemise popeline,8.0,OMG-LYO,,
MedioTex,MTX-000265,2025-02-08,SKU-30025,Pull col rond,18.0,OMG-LYO,,
MedioTex,MTX-000118,2025-04-14,SKU-30028,Doudoune legere,31.0,OMG-LIL,,
MedioTex,MTX-001263,2025-08-17,SKU-30026,Chemise popeline,2.0,OMG-MAR,,
MedioTex,MTX-000624,2025-04-24,SKU-30025,Pull col rond,24.0,OMG-MAR,,
MedioTex,MTX-000520,2025-09-11,SKU-30022,Jean coupe droite,34.0,OMG-MAR,,
MedioTex,MTX-001191,2026-01-20,SKU-30023,Veste softshell,27.0,OMG-MAR,,
MedioTex,MTX-000319,2025-08-14,SKU-30027,Short de sport,26.0,OMG-LYO,,
MedioTex,MTX-000223,2026-04-24,SKU-30025,Pull col rond,6.0,OMG-MAR,,
MedioTex,MTX-000680,2025-10-19,SKU-30027,Short de sport,22.0,OMG-LYO,,
MedioTex,MTX-000096,2025-07-31,SKU-30028,Doudoune legere,27.0,OMG-LYO,,
MedioTex,MTX-000332,2025-04-02,SKU-30030,Robe ete,11.0,OMG-MAR,,
MedioTex,MTX-000955,2025-11-14,SKU-30028,Doudoune legere,6.0,OMG-MAR,,
MedioTex,MTX-001059,2025-01-16,SKU-30025,Pull col rond,40.0,OMG-LYO,,
MedioTex,MTX-000807,2025-08-31,SKU-30023,Veste softshell,15.0,OMG-LIL,,
MedioTex,MTX-001286,2025-09-04,SKU-30022,Jean coupe droite,13.0,OMG-MAR,,
MedioTex,MTX-000868,2025-06-16,SKU-30030,Robe ete,33.0,OMG-LIL,,
MedioTex,MTX-000248,2025-01-01,SKU-30021,T-shirt coton uni,10.0,OMG-LIL,,
MedioTex,MTX-000264,2026-06-13,SKU-30027,Short de sport,22.0,OMG-MAR,,
MedioTex,MTX-000724,2025-01-07,SKU-30025,Pull col rond,32.0,OMG-MAR,,
MedioTex,MTX-001275,2026-02-09,SKU-30023,Veste softshell,37.0,OMG-LYO,,
MedioTex,MTX-001064,2025-10-10,SKU-30025,Pull col rond,14.0,OMG-MAR,,
MedioTex,MTX-000083,2025-06-18,SKU-30026,Chemise popeline,7.0,OMG-LIL,,
MedioTex,MTX-001368,2025-08-08,SKU-30021,T-shirt coton uni,18.0,OMG-MAR,,
MedioTex,MTX-000789,2026-03-01,SKU-30021,T-shirt coton uni,35.0,OMG-MAR,,
MedioTex,MTX-000044,2025-09-23,SKU-30028,Doudoune legere,7.0,OMG-MAR,,
MedioTex,MTX-001077,2026-03-06,SKU-30028,Doudoune legere,6.0,OMG-LIL,,
MedioTex,MTX-000704,2026-05-30,SKU-30023,Veste softshell,20.0,OMG-LYO,,
MedioTex,MTX-000628,2025-07-05,SKU-30027,Short de sport,14.0,OMG-LYO,,
MedioTex,MTX-000815,2026-04-07,SKU-30021,T-shirt coton uni,2.0,OMG-LYO,,
MedioTex,MTX-001253,2026-06-04,SKU-30029,Casquette coton,37.0,OMG-LYO,,
MedioTex,MTX-000711,2025-07-27,SKU-30027,Short de sport,30.0,OMG-MAR,,
MedioTex,MTX-000520,2025-09-11,SKU-30024,Chaussettes x3,19.0,OMG-MAR,,
MedioTex,MTX-001263,2025-08-17,SKU-30026,Chemise popeline,16.0,OMG-MAR,,
MedioTex,MTX-001091,2025-08-31,SKU-30025,Pull col rond,36.0,OMG-LYO,,
MedioTex,MTX-000811,2026-02-16,SKU-30021,T-shirt coton uni,16.0,OMG-LIL,,
MedioTex,MTX-000077,2026-01-21,SKU-30024,Chaussettes x3,40.0,OMG-MAR,,
MedioTex,MTX-001096,2026-03-08,SKU-30030,Robe ete,30.0,OMG-LIL,,
MedioTex,MTX-000979,2026-07-15,SKU-30027,Short de sport,32.0,OMG-LIL,,
MedioTex,MTX-001213,2025-04-09,SKU-30024,Chaussettes x3,32.0,OMG-MAR,,
MedioTex,MTX-000990,2025-06-06,SKU-30024,Chaussettes x3,23.0,OMG-LYO,,
MedioTex,MTX-000525,2025-10-23,SKU-30026,Chemise popeline,4.0,OMG-LIL,,
MedioTex,MTX-000903,2025-04-05,SKU-30022,Jean coupe droite,3.0,OMG-MAR,,
MedioTex,MTX-000463,2025-10-06,SKU-30029,Casquette coton,22.0,OMG-MAR,,
MedioTex,MTX-000988,2026-02-18,SKU-30030,Robe ete,23.0,OMG-LIL,,
MedioTex,MTX-000384,2026-03-10,SKU-30027,Short de sport,7.0,OMG-LYO,,
MedioTex,MTX-000890,2025-01-23,SKU-30027,Short de sport,29.0,OMG-LYO,,
MedioTex,MTX-000320,2026-02-28,SKU-30025,Pull col rond,24.0,OMG-LIL,,
MedioTex,MTX-000127,2025-08-21,SKU-30024,Chaussettes x3,8.0,OMG-LIL,,
MedioTex,MTX-000096,2025-07-31,SKU-30029,Casquette coton,8.0,OMG-LYO,,
MedioTex,MTX-001137,2025-04-24,SKU-30028,Doudoune legere,33.0,OMG-LYO,,
MedioTex,MTX-000642,2025-09-21,SKU-30027,Short de sport,35.0,OMG-LIL,,
MedioTex,MTX-001394,2026-07-27,SKU-30024,Chaussettes x3,19.0,OMG-MAR,,
MedioTex,MTX-000365,2026-05-12,SKU-30024,Chaussettes x3,6.0,OMG-MAR,,
MedioTex,MTX-000945,2025-02-05,SKU-30021,T-shirt coton uni,27.0,OMG-MAR,,
MedioTex,MTX-001395,2026-06-17,SKU-30028,Doudoune legere,23.0,OMG-LIL,,
MedioTex,MTX-001121,2025-11-02,SKU-30027,Short de sport,7.0,OMG-MAR,,
MedioTex,MTX-000742,2025-01-11,SKU-30022,Jean coupe droite,35.0,OMG-MAR,,
MedioTex,MTX-000615,2025-09-08,SKU-30029,Casquette coton,30.0,OMG-LYO,,
MedioTex,MTX-000259,2025-03-08,SKU-30024,Chaussettes x3,36.0,OMG-LYO,,
MedioTex,MTX-001047,2025-02-26,SKU-30024,Chaussettes x3,37.0,OMG-LIL,,
MedioTex,MTX-000195,2026-05-18,SKU-30021,T-shirt coton uni,7.0,OMG-MAR,,
MedioTex,MTX-000131,2026-04-23,SKU-30023,Veste softshell,40.0,OMG-LIL,,
MedioTex,MTX-000890,2025-01-23,SKU-30021,T-shirt coton uni,36.0,OMG-LYO,,
MedioTex,MTX-001386,2025-05-05,SKU-30023,Veste softshell,10.0,OMG-LIL,,
MedioTex,MTX-000869,2026-05-28,SKU-30026,Chemise popeline,16.0,OMG-LIL,,
MedioTex,MTX-001235,2025-06-17,SKU-30028,Doudoune legere,18.0,OMG-MAR,,
MedioTex,MTX-001213,2025-04-09,SKU-30024,Chaussettes x3,27.0,OMG-MAR,,
MedioTex,MTX-000359,2025-05-11,SKU-30030,Robe ete,26.0,OMG-LYO,,
MedioTex,MTX-001258,2026-03-06,SKU-30021,T-shirt coton uni,1.0,OMG-LIL,,
MedioTex,MTX-000889,2025-09-27,SKU-30030,Robe ete,27.0,OMG-LYO,,
MedioTex,MTX-001331,2025-05-24,SKU-30025,Pull col rond,16.0,OMG-LIL,,
MedioTex,MTX-000598,2026-03-12,SKU-30022,Jean coupe droite,13.0,OMG-LIL,,
MedioTex,MTX-000423,2026-02-22,SKU-30030,Robe ete,21.0,OMG-LIL,,
MedioTex,MTX-001137,2025-04-24,SKU-30023,Veste softshell,16.0,OMG-LYO,,
MedioTex,MTX-000599,2025-04-04,SKU-30028,Doudoune legere,6.0,OMG-LYO,,
MedioTex,MTX-000827,2025-02-12,SKU-30030,Robe ete,7.0,OMG-LIL,,
