id,client,entrepot,categorie_produit,date_expedition,poids_kg,delai_livraison_jours,cout_transport_eur,statut
18814,NordDrive,Marseille,Pieces auto,2024-01-06,27.14,2,23.42,Livree
18815,MedioTex,Lille,Textile,2022-05-15,17.46,3,33.25,Livree
18816,FreshMarket,Lyon,Alimentaire,2024-04-01,25.68,4,38.28,Livree
18817,FreshMarket,Lyon,Alimentaire,2024-01-19,15.8,3,65.54,Retardee
18818,NordDrive,Lille,Pieces auto,2023-01-03,39.26,1,84.02,Retardee
18819,NordDrive,Lyon,Pieces auto,2026-04-14,17.97,2,75.9,Livree
18820,NordDrive,Lille,Pieces auto,2023-06-26,3.37,1,47.25,Retardee
18821,NordDrive,Marseille,Pieces auto,2025-08-30,36.44,2,34.49,Livree
18822,FreshMarket,Lille,Alimentaire,2022-01-13,35.35,2,73.21,Livree
18823,NordDrive,Marseille,Pieces auto,2023-11-08,17.53,2,36.96,Livree
18824,FreshMarket,Lyon,Alimentaire,2024-06-26,9.46,2,21.85,Livree
18825,NordDrive,Lille,Pieces auto,2023-10-30,14.85,2,12.6,Livree
18826,FreshMarket,Lyon,Alimentaire,2022-11-16,18.96,2,22.81,Livree
18827,MedioTex,Lille,Textile,2025-12-24,17.37,4,69.31,Livree
18828,NordDrive,Lyon,Pieces auto,2023-08-19,34.87,2,85.61,Livree
18829,NordDrive,Marseille,Pieces auto,2022-11-13,1.94,2,22.47,Livree
18830,NordDrive,Marseille,Pieces auto,2024-08-02,30.11,2,86.7,Livree
18831,FreshMarket,Lyon,Alimentaire,2023-04-07,43.66,2,42.75,Retardee
18832,NordDrive,Lille,Pieces auto,2022-11-19,26.54,2,34.66,Livree
18833,NordDrive,Lille,Pieces auto,2024-03-28,6.15,3,56.53,Livree
18834,NordDrive,Lille,Pieces auto,2026-07-14,10.24,4,45.5,Retardee
18835,FreshMarket,Marseille,Alimentaire,2024-08-06,23.06,2,67.35,Livree
18836,MedioTex,Marseille,Textile,2026-06-04,33.47,1,85.92,Livree
18837,FreshMarket,Lyon,Alimentaire,2023-03-31,29.49,2,17.13,Livree
18838,NordDrive,Lyon,Pieces auto,2024-06-04,1.96,1,63.44,Livree
18839,FreshMarket,Lyon,Alimentaire,2025-05-24,19.93,3,54.41,Livree
18840,MedioTex,Marseille,Textile,2025-01-08,17.48,1,70.75,Livree
18841,MedioTex,Marseille,Textile,2024-10-11,21.87,1,19.97,Incident
18842,MedioTex,Lille,Textile,2026-07-21,1.51,3,9.19,Livree
18843,MedioTex,Marseille,Textile,2024-09-22,5.85,5,70.95,Livree
18844,NordDrive,Lyon,Pieces auto,2022-03-31,27.07,1,41.12,Livree
18845,MedioTex,Lille,Textile,2024-03-15,21.22,2,24.02,Livree
18846,NordDrive,Lyon,Pieces auto,2024-08-19,11.18,2,52.62,Livree
18847,FreshMarket,Lille,Alimentaire,2024-07-20,26.52,3,48.15,Livree
18848,MedioTex,Marseille,Textile,2023-10-18,28.09,4,31.66,Livree
18849,NordDrive,Lille,Pieces auto,2023-12-01,24.72,1,83.37,Livree
18850,FreshMarket,Lille,Alimentaire,2025-11-11,39.69,4,17.37,Livree
18851,FreshMarket,Lyon,Alimentaire,2026-06-23,41.63,1,70.41,Livree
18852,MedioTex,Marseille,Textile,2025-03-25,32.18,1,80.15,Livree
18853,FreshMarket,Lyon,Alimentaire,2022-02-12,13.51,2,28.17,Livree
18854,MedioTex,Marseille,Textile,2025-01-17,32.93,3,59.37,Retardee
18855,MedioTex,Lille,Textile,2022-01-14,34.69,2,12.62,Livree
18856,FreshMarket,Marseille,Alimentaire,2025-05-09,3.04,5,74.36,Livree
18857,MedioTex,Lille,Textile,2026-01-28,22.23,3,52.08,Retardee
18858,NordDrive,Marseille,Pieces auto,2023-11-17,33.62,2,31.11,Retardee
18859,NordDrive,Lyon,Pieces auto,2026-01-01,2.57,2,74.55,Livree
18860,MedioTex,Lille,Textile,2024-03-20,21.03,4,45.38,Livree
18861,FreshMarket,Marseille,Alimentaire,2026-04-02,34.34,1,46.98,Livree
18862,MedioTex,Lille,Textile,2023-12-14,37.2,3,48.75,Retardee
18863,MedioTex,Lyon,Textile,2023-09-26,13.33,3,88.22,Livree
18864,MedioTex,Marseille,Textile,2023-08-05,32.24,3,72.62,Retardee
18865,MedioTex,Lyon,Textile,2025-09-25,34.26,2,48.49,Livree
18866,NordDrive,Lyon,Pieces auto,2025-01-18,30.78,2,50.9,Livree
18867,MedioTex,Lyon,Textile,2024-02-11,34.85,3,44.0,Livree
18868,MedioTex,Lyon,Textile,2025-02-02,19.59,1,28.03,Retardee
18869,NordDrive,Lille,Pieces auto,2025-03-06,11.24,1,9.81,Livree
18870,FreshMarket,Marseille,Alimentaire,2022-03-16,35.37,3,31.98,Livree
18871,FreshMarket,Lille,Alimentaire,2024-04-24,13.17,1,9.31,Livree
18872,FreshMarket,Marseille,Alimentaire,2024-05-26,18.03,1,24.07,Livree
18873,FreshMarket,Lyon,Alimentaire,2022-06-04,21.98,5,53.29,Livree
18874,FreshMarket,Lyon,Alimentaire,2023-09-11,25.18,2,84.77,Incident
18875,MedioTex,Lyon,Textile,2022-09-30,10.85,4,84.4,Livree
18876,NordDrive,Lyon,Pieces auto,2025-04-23,15.98,2,57.08,Retardee
18877,FreshMarket,Lille,Alimentaire,2024-02-24,12.58,4,88.78,Livree
18878,NordDrive,Lille,Pieces auto,2022-07-01,5.04,2,67.89,Livree
18879,NordDrive,Lille,Pieces auto,2025-07-15,26.88,2,80.11,Retardee
18880,NordDrive,Lille,Pieces auto,2026-04-17,29.08,1,74.71,Livree
18881,FreshMarket,Marseille,Alimentaire,2022-10-19,10.04,5,70.63,Retardee
18882,MedioTex,Lyon,Textile,2026-02-05,38.02,1,26.15,Livree
18883,MedioTex,Lille,Textile,2023-07-10,19.21,3,27.41,Livree
18884,NordDrive,Lille,Pieces auto,2025-06-05,39.17,2,71.61,Livree
18885,MedioTex,Lyon,Textile,2026-02-26,17.28,1,41.83,Livree
18886,NordDrive,Lille,Pieces auto,2024-08-06,24.96,3,68.99,Retardee
18887,NordDrive,Lille,Pieces auto,2023-04-01,2.49,3,86.54,Livree
18888,NordDrive,Lille,Pieces auto,2024-10-01,33.14,3,39.51,Livree
18889,FreshMarket,Lille,Alimentaire,2022-07-02,25.51,3,47.96,Livree
18890,FreshMarket,Lille,Alimentaire,2024-05-13,9.23,1,12.69,Retardee
18891,MedioTex,Lille,Textile,2024-05-22,12.33,3,52.04,Livree
18892,MedioTex,Marseille,Textile,2024-09-22,20.59,4,38.73,Livree
18893,NordDrive,Lille,Pieces auto,2024-07-18,33.09,3,30.17,Livree
18894,NordDrive,Marseille,Pieces auto,2025-07-13,41.8,2,67.57,Livree
18895,FreshMarket,Lyon,Alimentaire,2023-02-02,36.89,1,30.57,Livree
18896,MedioTex,Lyon,Textile,2026-07-23,29.07,1,16.18,Livree
18897,MedioTex,Marseille,Textile,2023-01-27,18.49,3,26.71,Livree
18898,NordDrive,Lyon,Pieces auto,2026-02-03,2.03,4,37.71,Livree
18899,NordDrive,Lyon,Pieces auto,2022-03-15,40.76,1,48.85,Livree
18900,NordDrive,Lyon,Pieces auto,2026-05-19,16.38,3,86.12,Livree
18901,FreshMarket,Lyon,Alimentaire,2026-01-29,23.35,3,41.98,Livree
18902,MedioTex,Lille,Textile,2025-09-13,16.34,3,81.19,Livree
18903,NordDrive,Lille,Pieces auto,2025-07-27,34.95,2,79.33,Retardee
18904,NordDrive,Marseille,Pieces auto,2025-05-19,12.5,3,50.45,Livree
18905,MedioTex,Lyon,Textile,2023-04-10,32.11,4,40.49,Livree
18906,FreshMarket,Marseille,Alimentaire,2024-09-09,44.55,2,10.55,Livree
18907,NordDrive,Lyon,Pieces auto,2026-05-03,30.13,4,62.7,Livree
18908,MedioTex,Lille,Textile,2024-04-23,6.43,4,48.07,Livree
18909,MedioTex,Lille,Textile,2023-03-06,8.98,3,37.99,Retardee
18910,NordDrive,Marseille,Pieces auto,2022-07-08,14.01,3,38.66,Livree
18911,NordDrive,Lyon,Pieces auto,2022-03-24,41.76,1,50.33,Livree
18912,MedioTex,Lyon,Textile,2026-07-09,36.16,2,81.0,Livree
18913,FreshMarket,Lyon,Alimentaire,2024-05-02,41.0,3,56.38,Retardee
18914,NordDrive,Marseille,Pieces auto,2022-02-16,12.8,1,32.79,Livree
18915,MedioTex,Marseille,Textile,2024-10-06,1.44,1,59.78,Livree
18916,NordDrive,Marseille,Pieces auto,2025-04-03,11.02,2,11.14,Livree
18917,MedioTex,Lille,Textile,2024-08-30,0.31,1,71.74,Livree
18918,FreshMarket,Marseille,Alimentaire,2026-01-27,16.49,1,74.45,Livree
18919,NordDrive,Marseille,Pieces auto,2022-05-30,33.64,4,80.67,Livree
18920,NordDrive,Marseille,Pieces auto,2024-02-05,12.3,1,36.34,Livree
18921,NordDrive,Marseille,Pieces auto,2024-11-14,35.45,3,33.76,Livree
18922,FreshMarket,Lille,Alimentaire,2024-06-20,16.53,1,41.13,Livree
18923,NordDrive,Marseille,Pieces auto,2024-02-28,28.55,3,15.22,Retardee
18924,MedioTex,Lille,Textile,2025-12-19,9.25,3,55.29,Livree
18925,MedioTex,Marseille,Textile,2023-06-01,14.84,3,80.1,Retardee
18926,MedioTex,Marseille,Textile,2025-02-12,4.53,1,43.02,Retardee
18927,FreshMarket,Lille,Alimentaire,2024-09-09,9.32,1,10.48,Livree
18928,FreshMarket,Marseille,Alimentaire,2023-06-10,24.3,2,71.61,Livree
18929,FreshMarket,Lyon,Alimentaire,2023-07-04,0.54,3,49.22,Livree
18930,MedioTex,Lyon,Textile,2026-07-18,21.23,4,27.23,Retardee
18931,FreshMarket,Lille,Alimentaire,2023-11-21,37.61,2,50.11,Livree
18932,FreshMarket,Lille,Alimentaire,2022-09-13,36.78,1,25.21,Livree
18933,MedioTex,Marseille,Textile,2023-08-17,4.04,4,68.68,Livree
18934,FreshMarket,Lille,Alimentaire,2024-02-01,8.34,1,8.69,Livree
18935,NordDrive,Lyon,Pieces auto,2025-09-26,22.35,4,21.52,Livree
18936,MedioTex,Marseille,Textile,2026-07-24,22.25,1,19.12,Livree
18937,FreshMarket,Lyon,Alimentaire,2023-05-15,35.53,1,84.68,Livree
18938,MedioTex,Lyon,Textile,2023-01-28,27.84,1,35.93,Livree
18939,FreshMarket,Marseille,Alimentaire,2025-10-16,19.45,2,22.21,Livree
18940,FreshMarket,Lyon,Alimentaire,2025-12-14,35.18,2,11.38,Livree
18941,NordDrive,Lyon,Pieces auto,2023-05-21,10.51,4,37.37,Livree
18942,FreshMarket,Lyon,Alimentaire,2023-09-23,22.52,1,59.88,Livree
18943,NordDrive,Lille,Pieces auto,2025-09-09,31.75,2,39.56,Livree
18944,MedioTex,Marseille,Textile,2022-08-13,42.35,3,58.84,Livree
18945,MedioTex,Marseille,Textile,2026-03-03,35.63,4,49.71,Livree
18946,NordDrive,Marseille,Pieces auto,2024-11-28,22.61,1,61.71,Livree
18947,NordDrive,Lille,Pieces auto,2023-12-15,36.22,4,85.81,Livree
18948,NordDrive,Lyon,Pieces auto,2025-03-15,36.94,3,26.71,Livree
18949,MedioTex,Lyon,Textile,2024-10-12,31.99,3,26.38,Retardee
18950,MedioTex,Marseille,Textile,2025-04-16,41.03,3,33.04,Livree
18951,FreshMarket,Lille,Alimentaire,2022-01-20,10.0,2,85.42,Retardee
18952,FreshMarket,Lyon,Alimentaire,2023-05-06,37.18,1,62.58,Livree
18953,NordDrive,Lyon,Pieces auto,2023-05-29,19.29,3,57.15,Livree
18954,MedioTex,Lille,Textile,2026-05-21,42.79,1,57.41,Livree
18955,FreshMarket,Lille,Alimentaire,2025-05-25,29.12,3,80.56,Livree
18956,MedioTex,Lille,Textile,2024-09-09,27.6,1,27.0,Livree
18957,MedioTex,Lille,Textile,2026-04-14,38.07,2,52.1,Livree
18958,FreshMarket,Marseille,Alimentaire,2025-08-08,1.37,3,42.96,Livree
18959,NordDrive,Lyon,Pieces auto,2024-06-30,1.14,1,62.65,Livree
18960,NordDrive,Marseille,Pieces auto,2025-11-06,43.65,1,57.13,Livree
18961,MedioTex,Lille,Textile,2022-09-18,28.78,1,13.65,Livree
18962,MedioTex,Marseille,Textile,2025-02-03,4.72,2,52.74,Livree
18963,FreshMarket,Lyon,Alimentaire,2026-06-13,8.04,1,60.37,Retardee
18964,FreshMarket,Lyon,Alimentaire,2025-10-08,39.37,4,67.23,Livree
18965,FreshMarket,Marseille,Alimentaire,2025-06-10,9.83,3,37.22,Livree
18966,NordDrive,Marseille,Pieces auto,2022-09-28,32.92,4,56.75,Livree
18967,MedioTex,Lyon,Textile,2026-04-02,6.72,2,39.48,Livree
18968,NordDrive,Marseille,Pieces auto,2025-09-24,18.44,3,51.16,Livree
18969,FreshMarket,Marseille,Alimentaire,2024-05-25,22.6,5,15.87,Livree
18970,FreshMarket,Lille,Alimentaire,2024-01-06,39.29,1,32.55,Livree
18971,MedioTex,Lyon,Textile,2023-05-02,30.3,1,8.88,Livree
18972,NordDrive,Lille,Pieces auto,2023-05-10,1.69,3,27.58,Livree
18973,MedioTex,Lyon,Textile,2024-01-29,11.37,1,26.68,Livree
18974,NordDrive,Lille,Pieces auto,2024-11-01,39.91,1,65.06,Livree
18975,NordDrive,Lyon,Pieces auto,2026-02-04,5.39,1,72.8,Livree
18976,FreshMarket,Lille,Alimentaire,2023-04-20,18.1,2,77.88,Livree
18977,FreshMarket,Lyon,Alimentaire,2022-12-31,43.21,1,12.9,Livree
18978,MedioTex,Lille,Textile,2024-12-07,26.12,1,79.66,Livree
18979,FreshMarket,Lyon,Alimentaire,2023-10-02,17.0,4,90.1,Livree
18980,FreshMarket,Marseille,Alimentaire,2022-12-13,26.0,1,16.79,Livree
18981,FreshMarket,Marseille,Alimentaire,2024-11-14,3.03,4,22.19,Livree
18982,NordDrive,Lyon,Pieces auto,2023-11-30,26.31,3,38.75,Livree
18983,FreshMarket,Marseille,Alimentaire,2026-04-02,29.93,2,76.6,Livree
18984,NordDrive,Marseille,Pieces auto,2022-11-11,4.18,2,26.07,Livree
18985,MedioTex,Marseille,Textile,2023-07-15,27.25,3,54.24,Livree
18986,MedioTex,Lille,Textile,2022-04-30,15.43,3,47.43,Livree
18987,MedioTex,Lyon,Textile,2025-04-21,8.99,2,16.46,Livree
18988,NordDrive,Lille,Pieces auto,2022-01-08,25.83,1,84.1,Livree
18989,FreshMarket,Lyon,Alimentaire,2022-06-23,31.38,2,76.96,Livree
18990,NordDrive,Marseille,Pieces auto,2024-11-10,39.85,1,46.67,Livree
18991,FreshMarket,Marseille,Alimentaire,2025-10-31,23.83,1,83.55,Livree
18992,MedioTex,Lille,Textile,2025-02-04,43.76,1,13.13,Livree
18993,MedioTex,Lyon,Textile,2024-07-16,11.4,2,38.58,Livree
18994,MedioTex,Lyon,Textile,2022-06-18,25.96,2,36.13,Livree
18995,MedioTex,Lyon,Textile,2022-02-28,9.81,2,17.44,Livree
18996,MedioTex,Marseille,Textile,2022-07-08,3.95,2,48.01,Livree
18997,MedioTex,Lille,Textile,2026-02-06,11.73,2,19.47,Livree
18998,MedioTex,Lyon,Textile,2024-09-10,10.81,1,69.9,Livree
18999,NordDrive,Marseille,Pieces auto,2022-01-02,3.27,1,52.38,Livree
19000,MedioTex,Marseille,Textile,2023-05-07,37.6,3,44.66,Livree
19001,MedioTex,Lyon,Textile,2024-12-25,34.62,1,22.52,Livree
19002,MedioTex,Lyon,Textile,2025-09-13,25.69,1,61.47,Incident
19003,MedioTex,Lille,Textile,2024-07-29,2.39,1,71.3,Livree
19004,MedioTex,Lille,Textile,2026-01-22,7.99,2,44.71,Livree
19005,MedioTex,Marseille,Textile,2023-06-26,41.26,1,48.72,Livree
19006,NordDrive,Lille,Pieces auto,2025-08-15,7.01,1,43.3,Livree
19007,MedioTex,Lyon,Textile,2022-02-24,22.53,3,60.09,Livree
19008,MedioTex,Lyon,Textile,2024-11-22,40.92,3,32.44,Livree
19009,FreshMarket,Lyon,Alimentaire,2022-12-13,33.15,7,27.5,Livree
19010,FreshMarket,Marseille,Alimentaire,2026-01-19,34.56,1,79.48,Livree
19011,NordDrive,Lille,Pieces auto,2022-08-13,5.35,1,38.05,Retardee
19012,MedioTex,Lyon,Textile,2023-11-18,26.43,2,39.69,Incident
19013,MedioTex,Marseille,Textile,2022-05-15,8.65,3,66.31,Livree
19014,FreshMarket,Marseille,Alimentaire,2024-11-13,38.74,2,30.23,Livree
19015,FreshMarket,Lille,Alimentaire,2024-10-30,22.69,1,42.58,Livree
19016,MedioTex,Lyon,Textile,2024-08-25,32.69,3,89.06,Livree
19017,MedioTex,Marseille,Textile,2022-12-04,9.98,2,8.77,Livree
19018,FreshMarket,Lyon,Alimentaire,2025-01-20,24.93,1,56.64,Livree
19019,MedioTex,Lyon,Textile,2022-09-13,16.3,4,11.74,Livree
19020,NordDrive,Lyon,Pieces auto,2022-09-01,6.02,2,17.79,Livree
19021,MedioTex,Marseille,Textile,2024-08-10,33.72,2,46.99,Livree
19022,FreshMarket,Lille,Alimentaire,2022-04-16,9.32,3,48.07,Livree
19023,MedioTex,Marseille,Textile,2024-06-14,0.64,3,8.29,Livree
19024,FreshMarket,Lyon,Alimentaire,2023-06-09,1.02,3,10.25,Livree
19025,MedioTex,Lille,Textile,2025-03-05,21.36,1,61.18,Livree
19026,NordDrive,Lille,Pieces auto,2024-08-21,44.42,1,70.37,Livree
19027,MedioTex,Marseille,Textile,2024-08-03,39.13,2,64.48,Livree
19028,MedioTex,Lille,Textile,2024-07-20,21.78,3,66.85,Livree
19029,NordDrive,Lyon,Pieces auto,2024-06-12,14.67,3,43.06,Livree
19030,FreshMarket,Lyon,Alimentaire,2023-09-10,44.33,1,86.66,Livree
19031,NordDrive,Lyon,Pieces auto,2024-07-06,6.23,1,80.43,Retardee
19032,MedioTex,Marseille,Textile,2023-08-21,7.27,4,42.11,Livree
19033,FreshMarket,Lille,Alimentaire,2023-07-03,2.35,1,69.91,Livree
19034,FreshMarket,Lille,Alimentaire,2022-07-24,14.45,1,50.78,Retardee
19035,MedioTex,Marseille,Textile,2026-07-18,12.95,2,22.62,Retardee
19036,MedioTex,Marseille,Textile,2026-01-13,11.42,1,9.37,Livree
19037,FreshMarket,Lille,Alimentaire,2023-02-20,5.98,2,24.54,Retardee
19038,NordDrive,Lyon,Pieces auto,2022-11-20,0.8,2,59.38,Retardee
19039,FreshMarket,Lille,Alimentaire,2024-01-26,28.81,2,20.14,Livree
19040,MedioTex,Lille,Textile,2022-07-26,34.86,2,81.06,Retardee
19041,FreshMarket,Lille,Alimentaire,2022-11-21,7.64,2,51.34,Livree
19042,MedioTex,Lyon,Textile,2025-06-22,24.25,4,30.55,Livree
19043,NordDrive,Marseille,Pieces auto,2023-07-03,41.11,3,75.53,Livree
19044,MedioTex,Lyon,Textile,2025-04-12,1.46,3,65.91,Retardee
19045,FreshMarket,Lyon,Alimentaire,2022-03-02,34.48,4,55.46,Livree
19046,FreshMarket,Marseille,Alimentaire,2026-06-15,0.22,2,56.52,Livree
19047,FreshMarket,Marseille,Alimentaire,2024-09-10,8.61,3,9.56,Livree
19048,MedioTex,Lille,Textile,2022-11-08,2.17,1,69.18,Livree
19049,NordDrive,Marseille,Pieces auto,2025-02-24,26.62,1,42.47,Livree
19050,NordDrive,Marseille,Pieces auto,2024-01-20,5.41,4,16.01,Livree
19051,NordDrive,Marseille,Pieces auto,2024-12-15,22.99,3,29.98,Livree
19052,NordDrive,Lille,Pieces auto,2023-03-03,30.29,4,65.48,Retardee
19053,NordDrive,Marseille,Pieces auto,2024-09-19,27.9,2,81.93,Livree
19054,NordDrive,Lille,Pieces auto,2026-05-11,34.63,1,62.01,Livree
19055,FreshMarket,Lille,Alimentaire,2025-08-09,28.97,2,25.02,Livree
19056,MedioTex,Marseille,Textile,2025-09-10,23.63,1,40.52,Livree
19057,MedioTex,Lyon,Textile,2025-08-13,39.22,2,85.86,Livree
19058,NordDrive,Lille,Pieces auto,2022-02-02,25.67,2,25.63,Livree
19059,MedioTex,Marseille,Textile,2023-03-01,16.19,2,42.07,Livree
19060,MedioTex,Lille,Textile,2024-01-24,36.24,3,10.77,Livree
19061,FreshMarket,Marseille,Alimentaire,2026-05-16,14.47,3,63.0,Livree
19062,NordDrive,Lille,Pieces auto,2024-05-04,41.92,1,45.14,Livree
19063,MedioTex,Lyon,Textile,2022-05-24,36.03,4,75.68,Incident
19064,NordDrive,Lille,Pieces auto,2022-08-14,21.5,3,62.88,Livree
19065,FreshMarket,Marseille,Alimentaire,2026-02-05,30.37,1,48.77,Livree
19066,MedioTex,Lyon,Textile,2022-09-11,28.18,1,66.45,Livree
19067,FreshMarket,Marseille,Alimentaire,2022-11-07,4.36,1,39.35,Livree
19068,MedioTex,Marseille,Textile,2025-05-27,38.64,4,33.37,Livree
19069,NordDrive,Lille,Pieces auto,2022-07-13,11.67,4,54.94,Livree
19070,MedioTex,Marseille,Textile,2023-12-22,32.72,1,35.44,Livree
19071,FreshMarket,Lyon,Alimentaire,2025-11-02,18.67,1,18.83,Livree
19072,NordDrive,Lyon,Pieces auto,2023-09-20,6.87,1,84.0,Livree
19073,FreshMarket,Lille,Alimentaire,2026-04-04,42.76,1,70.54,Livree
19074,FreshMarket,Lille,Alimentaire,2025-07-24,42.43,3,79.59,Livree
19075,MedioTex,Lille,Textile,2024-11-17,39.45,1,77.58,Livree
19076,MedioTex,Lille,Textile,2024-08-25,9.34,1,36.99,Livree
19077,NordDrive,Marseille,Pieces auto,2023-05-25,35.73,3,78.23,Retardee
19078,NordDrive,Marseille,Pieces auto,2024-10-22,24.28,2,22.46,Livree
19079,FreshMarket,Marseille,Alimentaire,2022-02-25,8.28,1,28.26,Livree
19080,MedioTex,Marseille,Textile,2025-05-25,20.03,1,37.78,Incident
19081,FreshMarket,Lille,Alimentaire,2023-09-19,10.64,2,39.52,Livree
19082,NordDrive,Lyon,Pieces auto,2024-10-02,12.85,1,26.7,Livree
19083,FreshMarket,Lille,Alimentaire,2022-04-10,14.88,3,34.44,Livree
19084,FreshMarket,Marseille,Alimentaire,2024-05-06,39.24,6,29.17,Livree
19085,NordDrive,Marseille,Pieces auto,2025-01-20,41.4,3,35.95,Retardee
19086,NordDrive,Marseille,Pieces auto,2024-12-08,30.05,1,75.48,Livree
19087,NordDrive,Marseille,Pieces auto,2023-08-20,9.01,2,28.07,Livree
19088,FreshMarket,Lyon,Alimentaire,2023-08-16,41.13,1,51.31,Livree
19089,FreshMarket,Marseille,Alimentaire,2024-07-16,23.21,1,52.72,Livree
19090,MedioTex,Lyon,Textile,2026-02-16,40.33,2,85.55,Livree
19091,NordDrive,Marseille,Pieces auto,2022-04-22,34.56,3,85.95,Livree
19092,NordDrive,Lyon,Pieces auto,2022-12-15,2.92,1,36.76,Livree
19093,MedioTex,Marseille,Textile,2024-08-24,39.84,5,65.8,Incident
19094,FreshMarket,Marseille,Alimentaire,2024-12-13,23.69,2,47.33,Livree
19095,MedioTex,Marseille,Textile,2022-12-13,16.75,2,53.33,Livree
19096,FreshMarket,Lille,Alimentaire,2023-09-15,22.57,4,51.36,Livree
19097,FreshMarket,Lyon,Alimentaire,2023-05-28,15.44,3,32.91,Livree
19098,NordDrive,Lille,Pieces auto,2024-05-20,4.62,1,28.19,Incident
19099,FreshMarket,Lyon,Alimentaire,2025-12-01,17.42,1,85.88,Livree
19100,MedioTex,Marseille,Textile,2022-07-19,40.93,4,86.22,Livree
19101,MedioTex,Lyon,Textile,2024-05-26,43.15,4,44.44,Livree
19102,MedioTex,Marseille,Textile,2022-07-12,28.11,3,83.05,Retardee
19103,MedioTex,Lyon,Textile,2025-02-06,22.7,1,30.35,Livree
19104,NordDrive,Lyon,Pieces auto,2025-04-21,42.28,2,78.26,Livree
19105,NordDrive,Lyon,Pieces auto,2023-05-20,21.45,5,16.33,Livree
19106,NordDrive,Marseille,Pieces auto,2026-07-10,10.31,3,38.99,Livree
19107,MedioTex,Lille,Textile,2025-12-29,21.84,1,18.85,Retardee
19108,MedioTex,Lyon,Textile,2022-05-12,43.86,3,50.27,Livree
19109,NordDrive,Lille,Pieces auto,2025-06-07,38.17,4,69.05,Livree
19110,NordDrive,Lyon,Pieces auto,2024-05-16,21.66,1,38.62,Livree
19111,FreshMarket,Lyon,Alimentaire,2023-09-25,43.84,3,10.2,Livree
19112,NordDrive,Lille,Pieces auto,2025-08-30,17.01,4,80.46,Livree
19113,MedioTex,Lille,Textile,2022-07-06,11.01,2,11.29,Livree
19114,MedioTex,Lille,Textile,2025-08-23,15.16,1,9.19,Retardee
19115,MedioTex,Lyon,Textile,2024-05-23,43.37,2,27.17,Livree
19116,MedioTex,Lille,Textile,2024-01-02,3.14,3,80.34,Livree
19117,MedioTex,Marseille,Textile,2025-12-09,16.14,5,75.83,Livree
19118,FreshMarket,Marseille,Alimentaire,2024-12-14,31.74,1,25.72,Livree
19119,FreshMarket,Lille,Alimentaire,2026-02-22,38.64,3,13.82,Livree
19120,MedioTex,Lyon,Textile,2023-05-23,20.2,1,77.11,Livree
19121,MedioTex,Lille,Textile,2024-06-24,36.81,4,36.09,Livree
19122,FreshMarket,Lyon,Alimentaire,2023-01-26,40.94,2,75.78,Livree
19123,MedioTex,Marseille,Textile,2022-12-16,36.87,5,91.23,Livree
19124,FreshMarket,Marseille,Alimentaire,2026-07-04,20.03,3,11.45,Livree
19125,FreshMarket,Lille,Alimentaire,2024-06-14,13.44,1,44.99,Livree
19126,MedioTex,Lyon,Textile,2026-06-19,39.23,3,74.92,Livree
19127,MedioTex,Lille,Textile,2026-02-03,3.03,1,14.42,Livree
19128,FreshMarket,Marseille,Alimentaire,2025-07-06,32.03,2,66.44,Livree
19129,FreshMarket,Lille,Alimentaire,2025-08-17,22.03,2,54.29,Livree
19130,NordDrive,Lille,Pieces auto,2022-08-09,44.16,1,82.75,Incident
19131,NordDrive,Lille,Pieces auto,2022-11-24,7.42,4,57.45,Livree
19132,MedioTex,Lille,Textile,2023-06-04,20.08,2,71.91,Livree
19133,MedioTex,Marseille,Textile,2022-11-28,35.9,2,61.35,Livree
19134,FreshMarket,Lyon,Alimentaire,2024-10-07,6.62,3,50.94,Livree
19135,MedioTex,Marseille,Textile,2024-05-27,11.65,2,45.71,Livree
19136,FreshMarket,Lille,Alimentaire,2025-05-22,0.84,2,47.84,Livree
19137,NordDrive,Lyon,Pieces auto,2024-09-24,7.78,3,84.41,Livree
19138,FreshMarket,Lyon,Alimentaire,2023-02-08,1.86,1,31.92,Retardee
19139,FreshMarket,Marseille,Alimentaire,2022-05-09,7.85,4,36.85,Livree
19140,MedioTex,Lyon,Textile,2025-09-20,18.52,2,76.87,Livree
19141,FreshMarket,Marseille,Alimentaire,2023-06-20,21.64,2,64.73,Livree
19142,NordDrive,Lille,Pieces auto,2022-04-14,40.62,2,25.68,Livree
19143,MedioTex,Marseille,Textile,2023-06-10,17.29,2,78.3,Livree
19144,NordDrive,Lille,Pieces auto,2024-10-14,26.51,1,36.31,Livree
19145,MedioTex,Lille,Textile,2023-08-07,14.43,1,25.93,Livree
19146,NordDrive,Marseille,Pieces auto,2026-07-26,11.75,3,42.21,Livree
19147,MedioTex,Lyon,Textile,2024-07-07,44.92,1,62.29,Livree
19148,NordDrive,Marseille,Pieces auto,2026-06-27,0.49,3,28.95,Retardee
19149,FreshMarket,Lyon,Alimentaire,2024-04-10,15.68,1,42.7,Retardee
19150,FreshMarket,Lyon,Alimentaire,2022-05-08,16.37,1,48.16,Livree
19151,NordDrive,Lille,Pieces auto,2022-07-09,20.39,1,82.4,Livree
19152,MedioTex,Lille,Textile,2025-08-30,31.78,1,23.82,Livree
19153,FreshMarket,Lyon,Alimentaire,2024-07-24,27.46,2,49.79,Livree
